zcta,JobsTotal,JobsAgriculture,JobsEntertainment,JobsConstruction,JobsHealthcare,JobsManufacturing,JobsProfessional,JobsRealestate,JobsTrade,JobsTransport,Population,Poverty,Poverty_Under18,Poverty_18to65,Poverty_Over65,Education,Work_Experience,Working_Fulltime,Working_Fulltime_Poverty,y
27260,681,0,7,41,29,129,70,25,129,17,23456,438,185,234,18,585,738,40,1,0
27262,836,1,28,33,152,22,149,39,51,7,22660,244,91,136,16,683,795,69,2,0
27263,721,1,12,51,36,108,65,24,113,23,21229,180,66,100,13,683,798,64,1,1
27265,885,0,26,69,98,19,179,37,72,13,47163,94,28,60,5,686,793,86,2,0
27278,576,3,30,79,50,30,92,20,37,3,23389,137,50,73,13,681,792,56,2,0
27281,21,0,0,5,0,0,0,3,0,3,2648,124,30,58,35,693,779,41,0,1
27282,295,0,11,30,34,15,61,7,23,5,16851,89,28,55,5,687,784,73,1,0
27283,32,0,3,8,0,3,2,0,3,1,2854,76,15,45,15,737,845,48,0,1
27284,1240,1,42,148,87,66,181,49,108,53,51267,97,34,53,9,701,794,70,1,0
27288,467,3,14,33,46,16,55,27,8,11,23051,231,77,132,21,711,813,51,0,0
27291,16,1,0,0,3,0,2,1,0,0,1510,178,33,97,47,740,844,35,0,0
27292,866,0,18,79,94,62,127,40,51,15,37889,204,71,116,15,679,792,50,2,0
27295,458,1,11,79,17,38,39,16,26,17,38074,142,45,82,14,707,808,58,2,0
27298,168,2,0,21,12,22,19,4,16,13,8911,148,36,91,20,713,832,63,1,0
27299,33,0,0,6,1,4,4,0,4,4,4974,107,24,80,2,684,811,64,0,0
27301,131,0,6,25,7,5,17,3,10,5,9141,81,17,55,7,691,809,52,3,1
27302,543,0,18,54,37,28,53,26,27,19,27924,138,44,83,10,666,780,67,4,1
27305,6,0,0,2,2,0,0,0,0,0,1885,198,29,138,29,712,802,22,2,1
27306,91,7,1,9,9,13,10,3,2,2,6651,220,74,110,35,744,822,48,0,0
27310,185,1,6,20,9,1,51,6,9,5,6801,20,6,8,6,648,726,31,4,0
27311,28,0,0,3,1,1,0,0,1,2,3592,276,69,182,23,720,828,32,0,0
27312,441,1,8,63,45,16,85,13,21,8,18548,116,35,68,11,769,837,66,3,0
27313,84,0,3,25,7,2,7,4,3,5,7127,130,41,75,13,732,814,67,0,0
27314,11,0,0,2,1,0,0,0,0,2,1585,42,15,17,10,818,874,41,0,0
27315,22,0,0,3,0,1,4,1,1,2,2269,220,39,146,34,782,884,49,0,0
27316,119,1,3,9,6,18,12,2,4,9,6722,224,96,108,19,658,772,35,1,0
27317,276,0,11,35,21,34,24,11,15,10,16766,177,64,94,18,675,794,59,0,0
27320,722,1,17,83,90,34,83,21,25,16,38178,182,51,114,16,695,811,47,1,0
27325,89,0,1,18,13,6,6,1,2,0,6360,294,99,159,35,673,792,35,2,1
27326,26,0,1,2,2,0,1,0,2,3,3308,188,69,110,8,713,834,96,0,1
27330,951,11,25,88,139,50,124,34,31,25,38074,183,63,101,18,654,770,67,5,1
27332,337,1,10,43,26,21,22,16,14,5,30771,157,71,74,11,646,756,50,2,0
27340,12,0,2,1,0,0,0,1,0,0,42,0,0,0,0,1000,1000,1000,0,0
27341,79,0,2,10,2,18,9,1,2,1,6000,229,80,129,19,660,794,34,1,1
27343,24,2,0,5,1,2,0,2,0,0,1569,182,42,120,19,713,789,21,0,1
27344,360,5,8,28,48,22,43,5,19,11,17670,225,94,121,9,644,768,50,7,0
27349,48,0,1,10,3,4,3,0,3,3,6765,97,35,58,3,696,795,52,3,0
27350,70,0,1,16,3,11,0,1,8,3,6496,156,49,86,20,757,817,38,1,0
27355,24,1,0,5,0,3,3,0,3,2,2724,264,124,131,8,635,770,39,0,0
27356,49,2,0,6,4,15,1,0,2,2,3219,200,44,123,31,715,830,89,1,0
27357,166,0,2,43,5,9,19,2,6,9,6996,172,65,89,17,677,793,62,2,0
27358,250,0,9,64,12,5,48,12,18,3,15088,27,2,20,4,684,794,31,0,1
27360,852,0,14,68,55,110,102,28,60,31,46022,207,77,110,19,668,776,68,2,1
27370,115,0,4,30,8,7,11,2,9,4,14179,118,33,71,14,699,813,42,0,1
27371,195,5,4,21,25,17,26,7,10,5,8100,308,122,168,16,651,784,56,3,0
27376,222,2,9,51,25,12,16,5,13,5,9400,169,50,101,17,716,808,33,1,0
27377,122,0,5,17,6,12,15,9,5,5,7447,105,30,67,6,694,811,86,11,0
27379,94,1,4,3,18,3,13,0,1,0,5149,278,104,136,37,659,773,28,0,0
27401,1043,0,42,28,177,29,318,70,42,7,16325,283,65,190,27,656,823,108,9,0
27403,535,0,18,29,75,24,76,31,20,1,18392,261,29,220,11,640,866,127,7,1
27405,852,0,12,81,128,40,102,36,60,20,45619,313,124,169,19,625,759,69,2,0
27406,1032,0,28,118,93,48,102,43,99,46,56286,266,104,148,13,649,777,80,3,0
27407,1522,0,58,91,102,36,211,80,120,33,47994,168,54,104,9,651,790,117,2,0
27408,1162,0,24,47,133,16,276,88,72,9,18011,91,23,61,6,731,825,102,3,1
27409,1074,0,41,82,22,83,140,65,186,100,16241,126,26,98,1,670,814,197,5,0
27410,1318,0,37,64,147,35,313,80,116,26,52402,87,19,59,8,728,832,107,2,0
27455,415,1,21,47,39,6,105,23,16,8,29027,77,20,51,6,687,786,81,2,1
27501,271,1,4,68,20,10,33,11,11,5,18060,157,60,86,11,658,758,55,1,0
27502,882,7,27,95,103,25,206,29,36,11,33253,30,10,16,3,621,714,64,0,0
27503,65,2,2,29,3,2,7,3,0,1,3085,44,12,27,4,691,758,53,7,0
27504,320,0,7,63,32,13,41,9,15,6,14753,225,101,112,11,676,790,57,0,0
27505,62,1,1,13,2,2,7,3,2,2,5311,148,59,74,14,687,788,51,0,0
27507,6,0,0,2,1,0,1,0,0,0,1425,203,63,131,8,873,920,75,0,0
27508,34,0,0,3,3,0,3,1,1,2,1318,121,10,95,15,767,844,54,0,0
27509,65,0,2,7,5,6,4,6,3,4,3794,258,46,199,11,700,784,53,7,0
27510,370,0,15,24,48,8,79,24,11,2,15287,178,40,134,3,658,818,191,9,0
27511,1536,1,46,92,170,31,349,84,50,12,33621,123,43,74,6,692,800,119,6,0
27513,1203,0,83,60,126,25,354,64,61,12,41000,52,14,35,3,683,784,111,0,0
27514,1074,1,54,32,176,11,242,64,21,3,24678,228,22,198,7,633,846,101,4,0
27516,663,2,35,70,67,10,160,36,13,10,37261,178,29,145,3,606,784,72,2,1
27517,624,0,31,47,78,5,221,36,17,2,23278,89,10,72,6,744,836,84,1,0
27518,772,1,46,29,153,6,205,43,36,5,21185,79,30,49,0,681,794,67,5,0
27519,616,0,15,27,61,7,227,37,28,13,44047,33,10,21,1,640,711,48,0,0
27520,718,2,17,127,87,25,102,29,27,13,39641,70,20,44,6,654,763,71,3,0
27521,80,0,1,26,4,3,6,2,1,1,6407,185,53,115,17,653,785,85,7,0
27522,243,3,4,31,21,13,30,8,8,7,11914,79,18,45,16,690,807,39,0,1
27523,195,3,9,18,9,10,37,10,9,6,10817,50,6,40,3,655,782,57,0,0
27524,162,2,5,34,11,10,19,2,6,11,11941,230,89,121,20,654,745,24,2,1
27525,121,3,4,26,4,10,12,5,2,2,13089,158,63,83,11,685,771,86,0,0
27526,812,2,23,130,69,35,130,27,29,20,42120,105,36,60,8,660,754,49,1,0
27527,171,0,5,26,18,3,39,11,6,11,19270,57,17,36,3,612,721,37,1,0
27529,1169,0,28,189,115,28,154,46,79,26,43473,120,47,67,5,661,771,69,1,0
27530,827,1,25,73,91,36,99,25,60,18,38997,262,107,138,16,651,771,59,2,0
27534,766,1,20,31,121,20,112,28,15,14,31340,171,54,98,17,652,792,87,11,1
27536,579,2,18,30,79,19,78,38,20,13,15759,370,149,190,31,633,755,53,6,0
27537,230,2,5,40,9,16,12,7,13,17,25585,202,70,113,18,672,796,53,1,0
27539,338,0,9,83,17,12,65,11,29,7,20633,46,17,27,1,647,744,46,0,0
27540,594,1,26,74,70,10,134,33,22,7,31662,33,7,22,3,619,690,37,1,0
27541,41,0,1,10,0,1,1,0,3,0,4206,74,26,36,10,755,811,86,4,0
27542,118,0,3,16,7,6,10,4,6,5,8824,239,87,129,22,659,779,50,0,0
27544,31,0,0,4,1,2,2,2,1,2,4477,154,29,85,39,681,781,69,9,1
27545,417,0,8,54,50,12,52,18,12,11,24312,87,27,49,10,639,748,71,0,0
27546,295,0,8,37,42,11,37,11,4,4,17599,196,59,124,12,646,764,53,4,0
27549,404,3,7,57,54,13,51,14,9,11,23654,197,59,110,27,688,819,55,2,0
27551,16,3,0,1,1,1,0,0,0,3,2171,163,57,97,8,710,867,34,0,0
27553,8,0,0,3,1,1,0,0,0,2,1504,168,9,83,75,829,837,34,0,0
27555,8,0,0,0,0,0,1,0,0,2,468,104,0,89,14,745,863,53,0,0
27556,8,0,0,1,0,0,0,0,0,2,277,317,144,169,3,794,851,39,0,0
27557,67,0,0,15,3,6,5,3,6,3,6277,230,65,147,17,691,789,53,11,0
27559,37,1,1,4,1,7,1,1,2,4,2169,93,8,70,14,728,785,54,9,0
27560,1227,1,60,59,63,53,297,51,121,56,24860,48,15,30,3,679,757,130,0,0
27562,64,2,2,12,1,4,4,3,2,6,1646,108,28,59,20,721,812,30,0,0
27563,54,1,2,5,2,1,1,3,3,3,5334,287,72,166,48,702,789,54,0,1
27565,466,4,8,55,68,20,55,20,20,15,25959,192,61,110,21,693,804,60,1,0
27568,26,0,1,2,3,4,2,0,2,0,581,187,84,103,0,695,788,41,0,1
27569,88,1,2,18,7,5,7,0,3,2,7962,213,85,115,12,684,798,31,0,0
27571,108,0,4,11,11,2,16,2,5,1,4773,98,24,70,3,670,732,26,10,0
27572,67,1,3,17,2,5,7,3,2,3,7010,81,24,47,9,720,812,72,7,0
27573,447,1,8,30,73,21,52,14,17,5,10677,378,110,239,29,653,780,45,2,0
27574,85,1,4,14,6,2,5,3,2,6,14530,177,55,106,14,698,803,49,1,0
27576,225,0,6,35,15,7,21,7,15,22,16378,293,128,149,16,649,765,51,1,1
27577,770,4,18,59,92,28,126,27,24,17,23060,258,106,132,19,673,767,46,0,1
27581,18,0,0,3,0,0,2,0,2,3,3439,52,7,37,8,689,825,56,0,0
27582,9,0,0,0,2,0,0,0,0,0,137,43,0,0,43,788,824,102,0,0
27583,61,1,2,18,1,2,2,1,3,3,6785,95,30,47,18,702,789,36,0,0
27587,1288,2,47,171,124,19,263,60,71,21,56524,73,32,37,3,648,730,44,0,0
27589,131,6,4,13,15,5,19,3,3,5,7971,277,93,148,36,665,787,33,1,0
27591,297,1,10,68,18,14,38,13,18,12,20759,130,60,64,5,676,759,56,0,1
27592,144,1,3,55,5,3,12,5,5,5,15733,105,40,54,10,629,742,64,1,0
27596,299,3,7,77,15,25,24,10,24,9,16529,99,24,69,6,647,750,52,0,1
27597,395,2,9,68,33,19,57,16,9,11,23741,155,63,76,15,655,767,50,2,0
27601,776,0,34,20,37,7,303,29,22,3,7358,392,137,210,44,690,795,168,3,0
27603,1453,1,51,205,63,44,251,59,108,38,47622,209,62,139,7,643,798,110,3,0
27604,1249,0,60,97,93,40,210,63,112,25,41825,174,76,92,5,674,779,141,5,0
27605,458,1,16,16,46,2,136,25,10,3,4425,167,2,153,10,839,933,306,4,0
27606,885,0,47,86,50,16,232,52,51,11,41934,261,46,207,7,592,844,175,11,0
27607,1057,0,42,73,196,22,278,50,30,4,20453,235,39,191,4,594,803,126,7,0
27608,385,0,8,46,32,16,99,27,14,0,10720,72,18,50,3,733,797,150,3,0
27609,1839,2,76,106,318,14,522,135,70,14,32292,111,38,65,6,707,789,131,4,0
27610,837,0,12,89,112,24,55,36,57,42,67302,220,97,114,8,614,746,82,3,0
27612,1475,2,39,66,143,9,405,93,54,10,34710,79,23,52,3,732,831,194,1,0
27613,830,0,29,82,65,12,258,48,32,15,44365,59,14,42,1,692,788,118,3,0
27614,672,1,17,55,100,6,176,46,35,10,33107,56,18,36,2,634,749,66,0,1
27615,1794,2,59,131,244,22,498,116,102,12,41582,59,20,33,6,727,813,108,1,0
27616,988,0,32,115,40,31,113,34,64,15,46491,126,56,66,3,610,725,96,1,0
27617,809,2,26,87,54,28,136,51,61,36,15793,33,7,23,2,715,794,216,0,0
27701,974,0,59,50,68,28,250,40,26,12,19555,365,110,235,18,666,791,145,7,0
27703,990,0,57,91,75,47,206,33,71,49,46849,170,60,103,6,651,752,90,0,0
27704,639,0,14,70,126,14,71,26,24,12,34584,226,102,113,10,625,744,82,1,0
27705,1103,0,29,93,151,20,203,55,37,10,43036,205,44,152,8,693,838,108,2,0
27707,1153,0,44,40,162,7,291,58,15,6,45783,220,65,144,9,694,806,130,4,1
27709,326,0,22,3,16,12,115,4,46,2,734,0,0,0,0,801,824,118,0,0
27712,197,0,9,37,13,10,28,8,4,4,20682,52,17,29,4,705,789,44,0,1
27713,1303,1,52,55,174,30,316,53,41,23,48576,114,30,77,5,691,790,137,5,0
27801,310,0,13,27,44,8,32,15,10,13,21216,334,137,170,26,646,775,60,4,0
27803,271,0,6,39,29,14,18,8,21,6,19980,204,80,100,23,679,809,54,3,0
27804,1112,3,31,51,181,32,176,49,52,17,28575,165,49,94,21,698,802,90,4,0
27805,49,1,2,5,4,2,3,1,3,4,3587,137,16,78,42,764,877,64,0,0
27806,43,0,1,2,5,5,4,3,2,5,2677,143,32,94,15,761,847,42,0,1
27807,68,0,1,10,3,3,5,3,5,1,6960,188,75,101,11,621,734,67,1,1
27808,43,2,4,8,1,0,9,1,2,1,2190,144,24,108,11,754,851,110,52,0
27809,84,0,0,13,6,4,5,3,7,5,4143,162,67,76,18,661,823,46,0,0
27810,108,2,7,11,10,5,11,1,6,3,4316,237,75,132,30,722,825,41,0,0
27812,54,0,1,5,5,3,5,1,8,1,2854,234,73,122,37,742,835,46,0,0
27813,6,0,0,0,2,0,1,0,0,0,717,292,170,118,4,608,693,55,0,0
27814,4,0,0,1,1,0,2,0,0,0,1520,92,0,59,32,809,861,51,0,0
27816,13,1,0,2,1,0,1,0,0,0,2295,138,33,78,26,681,790,25,0,1
27817,78,0,3,8,10,4,12,1,1,3,6807,168,45,101,21,732,816,40,0,0
27818,9,1,0,0,2,0,1,1,1,0,1557,312,100,150,60,701,737,16,0,0
27819,2,0,0,0,0,0,0,0,1,0,420,304,107,169,28,695,785,38,0,1
27820,31,0,0,3,6,1,2,0,3,3,3063,165,43,93,29,660,801,78,0,0
27821,2,0,0,0,0,0,0,1,0,0,228,192,0,157,35,850,850,0,0,0
27822,106,2,0,30,2,9,3,3,6,5,8195,172,54,94,22,736,827,52,0,1
27823,82,2,1,3,12,5,10,1,4,5,7068,341,95,215,30,684,814,37,1,0
27824,33,0,2,5,4,1,3,1,3,1,2232,376,153,217,6,617,709,12,0,0
27825,4,0,0,1,1,1,0,0,0,0,61,278,32,213,32,786,967,0,0,1
27826,18,2,0,2,1,0,3,2,4,1,658,113,0,79,34,813,955,147,0,0
27827,7,2,0,2,1,0,0,0,0,0,35,342,0,314,28,771,771,0,0,0
27828,181,2,4,21,18,10,24,5,9,4,8289,169,60,85,23,675,774,36,1,0
27829,16,0,0,2,2,2,2,0,0,1,1905,165,36,96,33,720,839,37,1,1
27830,67,0,3,12,6,0,8,0,5,1,4991,185,79,95,10,729,820,45,1,0
27831,29,0,0,1,7,3,1,1,1,4,3516,284,108,153,22,668,794,29,0,1
27832,35,2,1,4,2,1,1,0,1,1,2574,316,135,136,45,714,828,82,0,0
27834,1308,2,41,98,260,45,163,54,71,31,53625,319,108,196,14,589,764,87,8,0
27837,57,0,1,16,5,0,4,7,3,0,5850,114,44,61,8,667,731,66,7,0
27839,44,0,0,5,7,4,4,1,5,1,2689,198,40,95,62,744,858,61,0,0
27840,10,0,1,0,0,2,2,0,1,0,437,116,18,64,34,695,837,11,0,0
27841,1,0,0,1,0,0,0,0,0,0,34,441,88,352,0,794,911,0,0,0
27842,15,0,0,4,1,0,4,0,0,0,1455,89,15,51,22,896,925,17,5,0
27843,7,0,0,1,1,0,0,0,0,1,1584,224,83,107,34,657,776,15,0,0
27844,14,0,0,0,5,0,1,0,0,0,3399,318,124,165,27,607,756,27,1,0
27845,46,1,6,2,4,0,6,1,4,1,2040,186,36,82,67,768,847,44,0,0
27846,36,5,0,4,5,2,1,0,1,5,3412,194,53,106,34,687,772,29,4,0
27847,6,0,0,0,2,0,0,0,1,0,754,259,41,209,9,819,885,128,78,0
27849,30,1,0,0,2,2,2,0,2,5,1558,261,103,105,53,666,824,46,0,1
27850,130,5,6,24,8,2,11,8,4,2,7087,176,37,110,27,784,883,52,2,1
27851,33,1,3,4,0,4,1,2,1,0,5259,151,54,90,7,722,810,70,1,0
27852,28,0,0,3,1,0,4,3,0,0,2749,167,6,140,20,724,866,40,0,0
27853,7,2,0,0,0,0,0,0,0,2,594,444,121,260,62,548,693,0,0,1
27855,96,1,4,10,10,2,12,1,2,3,5242,274,85,160,28,702,851,50,9,0
27856,265,5,4,26,23,12,37,7,14,11,15305,154,45,89,18,683,771,69,0,0
27857,14,0,1,3,0,1,1,1,1,2,1225,149,63,66,18,656,818,17,0,0
27858,1250,4,41,89,139,13,291,81,31,13,53110,249,23,220,5,556,855,109,7,0
27860,44,6,0,7,1,4,2,1,3,10,2668,199,100,99,0,594,673,31,0,1
27862,14,0,0,3,1,1,0,0,2,1,658,203,63,57,82,860,899,63,0,0
27863,98,1,2,18,6,7,14,0,5,8,11857,108,47,52,8,682,764,66,2,1
27864,53,0,2,4,6,1,6,1,2,3,5165,206,80,107,18,674,795,45,4,1
27865,31,6,0,4,1,2,3,0,1,6,2153,126,45,77,3,618,843,30,0,0
27866,6,0,0,3,0,2,0,0,0,0,720,184,0,184,0,781,936,109,0,0
27869,44,1,1,3,6,0,4,1,2,2,2292,316,116,178,22,713,795,6,1,0
27870,585,5,16,30,83,12,76,31,12,9,27023,234,81,129,23,664,781,49,3,0
27871,54,1,1,3,7,2,3,2,5,3,3976,237,62,131,43,774,859,63,6,1
27872,7,0,0,0,0,0,2,0,1,0,379,221,76,97,47,812,870,68,0,0
27873,7,0,0,1,0,1,1,0,0,0,436,259,119,112,27,646,736,27,0,0
27874,82,3,2,2,10,7,5,1,6,4,4424,261,69,155,36,730,841,43,13,1
27875,1,0,0,0,0,1,0,0,0,0,421,294,0,247,47,912,912,54,0,0
27876,18,1,0,3,1,2,0,1,3,3,1557,373,182,161,29,719,779,45,0,1
27878,33,0,0,5,0,2,3,1,1,0,1805,214,75,127,11,627,729,101,0,0
27879,8,0,0,2,1,1,0,0,0,0,272,158,66,84,7,676,790,84,7,1
27880,45,1,0,10,1,6,7,0,3,5,3383,166,58,98,10,666,777,56,0,0
27881,1,0,0,0,0,0,0,0,0,0,75,80,0,0,80,813,906,26,0,0
27882,88,0,4,14,7,11,9,3,2,2,7363,223,78,113,31,680,770,31,1,0
27883,32,1,0,5,2,2,2,0,1,2,3541,181,46,104,30,702,819,59,1,0
27884,18,2,0,5,0,0,2,0,1,0,942,218,11,168,38,824,906,79,0,1
27885,17,0,0,1,2,1,5,0,2,1,812,28,0,28,0,903,975,33,0,0
27886,370,1,15,32,52,22,50,21,10,9,20728,187,75,88,23,677,802,56,1,0
27888,16,0,0,4,0,1,0,0,1,0,2392,329,132,185,10,604,764,38,0,0
27889,757,4,20,73,103,38,104,26,40,23,26886,231,62,141,27,704,809,60,5,1
27890,63,1,1,3,8,6,5,2,0,3,2525,428,155,219,53,657,768,41,3,0
27891,38,0,2,9,1,1,3,0,1,2,5346,216,69,118,27,688,863,72,5,0
27892,329,8,9,25,56,7,44,8,18,10,14426,228,80,112,35,711,821,54,2,0
27893,1046,3,26,77,144,63,103,45,79,30,38515,327,137,169,19,649,764,64,3,0
27896,441,2,14,46,47,8,82,25,26,7,21119,135,51,75,8,674,793,85,2,0
27897,23,0,1,3,4,0,2,0,1,1,1773,426,144,252,29,702,826,31,0,0
27909,911,4,19,74,122,25,124,35,38,27,37962,194,65,111,17,679,797,50,1,0
27910,323,4,9,13,65,9,29,9,8,6,11718,260,91,128,40,667,774,41,3,1
27915,64,0,1,5,1,2,4,9,1,0,949,63,0,54,8,810,889,128,27,0
27916,5,0,0,2,0,1,1,0,0,0,486,55,0,55,0,775,831,106,0,0
27917,21,0,1,2,3,0,1,1,2,0,1014,267,105,135,26,566,691,53,21,0
27919,15,1,1,4,0,0,0,0,1,2,948,25,0,25,0,789,894,49,0,0
27920,89,0,4,17,3,1,6,1,2,1,1272,69,28,41,0,635,702,26,0,0
27921,63,0,0,14,2,1,10,1,0,4,4702,87,36,42,8,625,773,56,0,0
27922,26,0,0,1,1,6,0,0,5,6,852,226,38,134,52,821,859,19,0,0
27923,23,0,2,2,1,0,3,0,1,0,367,119,0,29,89,746,861,177,0,1
27924,30,1,0,1,1,0,4,1,4,2,2320,240,60,138,40,756,837,37,0,0
27925,80,1,2,8,6,3,9,2,1,2,3436,217,69,98,49,708,809,28,1,0
27926,11,1,0,0,1,0,0,0,1,2,1717,117,30,69,16,705,827,73,0,0
27927,155,0,6,7,3,1,5,23,1,0,788,55,0,35,20,875,967,68,0,0
27928,36,1,0,6,2,0,5,1,5,3,2460,189,69,101,17,651,789,78,0,0
27929,22,0,1,3,3,0,1,1,2,0,1148,8,0,8,0,876,948,47,0,0
27932,329,5,15,32,52,14,40,12,18,14,12121,273,100,136,36,713,812,46,0,0
27935,15,0,0,2,2,0,3,0,0,0,1488,169,50,108,10,698,823,90,0,1
27936,46,0,3,8,3,0,0,0,0,5,1013,116,50,66,0,744,839,75,0,0
27937,16,0,0,1,3,0,1,0,1,1,3991,130,44,75,10,713,813,34,0,1
27938,39,2,1,2,6,3,7,1,2,4,1451,217,89,91,36,699,812,47,0,0
27939,44,0,3,5,3,0,3,1,0,1,2613,106,29,70,6,671,719,75,0,0
27941,37,0,3,14,0,2,3,3,2,0,382,20,0,0,20,785,785,26,0,0
27942,4,0,0,1,0,0,0,0,1,1,707,148,74,59,14,734,753,33,0,0
27943,63,0,6,3,1,0,4,7,2,6,378,0,0,0,0,873,873,10,0,0
27944,173,2,6,20,10,6,21,6,8,14,12146,192,61,111,19,722,818,35,0,0
27946,11,0,0,0,1,0,1,0,4,1,1630,245,144,61,39,636,711,40,0,1
27947,26,1,1,5,2,0,2,0,1,0,1482,91,7,64,19,731,874,31,0,1
27948,405,2,14,70,12,8,54,28,8,5,10854,92,28,60,3,733,814,131,5,0
27949,511,0,6,83,23,6,69,45,11,4,6998,47,15,28,4,770,866,97,0,0
27950,9,0,1,0,0,0,0,0,0,1,2126,78,18,60,0,734,823,63,0,0
27953,11,1,0,3,0,1,0,0,1,0,1302,149,50,99,0,610,764,49,0,0
27954,223,3,17,24,12,1,31,9,1,14,6224,142,49,75,17,727,805,81,0,1
27956,7,0,0,1,0,0,0,2,0,0,144,0,0,0,0,729,826,145,0,0
27957,25,1,1,2,0,2,1,0,3,2,1749,136,20,106,9,714,827,25,0,0
27958,138,0,4,21,6,2,26,4,3,2,10242,115,46,68,0,667,767,42,0,0
27959,338,0,25,16,34,6,31,22,3,4,2730,89,10,69,9,792,883,126,16,0
27960,82,0,6,11,2,0,2,5,1,2,552,50,0,50,0,842,869,86,0,0
27962,171,4,4,4,29,9,18,1,5,10,6928,263,87,153,22,693,810,40,0,1
27964,36,0,0,10,2,3,1,4,0,0,526,49,0,49,0,737,849,15,15,0
27965,11,0,3,0,0,1,1,1,0,0,694,194,33,118,43,608,825,70,0,0
27966,56,0,6,15,0,2,5,2,5,1,1268,89,37,52,0,712,791,50,7,1
27967,6,1,0,0,0,0,0,0,0,0,245,146,65,73,8,775,824,24,0,0
27968,24,0,1,0,0,0,0,3,0,0,282,223,0,223,0,709,797,0,0,0
27970,27,6,0,1,2,1,1,1,0,2,3347,249,114,127,7,677,780,63,0,1
27972,14,0,0,2,0,0,0,5,0,0,248,0,0,0,0,556,556,36,0,0
27973,16,0,0,2,0,0,0,0,2,2,1187,64,25,39,0,717,833,107,0,0
27974,15,0,1,2,2,0,0,0,2,2,1517,30,1,21,7,731,839,63,0,0
27976,24,5,0,3,0,0,1,1,0,1,3382,53,16,26,10,683,778,29,0,1
27978,2,0,0,0,0,0,0,0,0,0,243,90,61,28,0,732,905,20,0,0
27979,31,2,2,2,0,1,3,1,3,2,1759,115,73,37,4,718,816,9,0,1
27980,21,2,0,3,1,0,0,0,0,7,2066,328,137,137,53,675,788,34,0,1
27981,46,1,1,7,3,7,0,1,6,2,1753,61,1,25,33,748,766,56,0,0
27982,17,0,1,0,1,0,0,1,0,0,65,0,0,0,0,1000,1000,0,0,0
27983,178,10,7,6,37,2,17,1,7,9,9542,300,140,129,30,690,796,42,0,0
27985,8,1,0,1,2,0,0,0,0,0,321,376,211,149,15,647,735,0,0,0
27986,26,0,1,1,3,2,2,1,1,0,1264,367,154,179,33,672,799,26,0,0
28001,723,3,19,45,143,39,78,25,27,8,25858,186,52,115,18,682,789,49,4,0
28006,14,0,0,3,1,1,0,0,1,1,1175,144,48,74,22,645,812,31,0,0
28007,11,1,0,0,2,1,2,0,0,0,622,262,88,136,36,782,842,80,0,1
28009,9,0,1,0,0,0,0,0,0,0,982,161,60,95,6,715,821,76,0,0
28012,468,0,12,34,44,20,82,20,28,13,19935,124,43,66,15,698,805,75,1,0
28016,151,0,0,21,12,21,15,1,10,3,12533,201,70,114,16,679,802,60,2,0
28018,56,2,0,8,2,2,3,1,3,1,5433,138,59,61,16,708,852,64,0,0
28020,19,0,1,3,1,2,0,0,0,0,1861,180,25,124,30,760,852,33,0,1
28021,193,0,3,26,15,8,19,7,3,8,12643,141,37,88,15,708,831,52,0,1
28023,200,1,6,20,13,9,32,8,8,6,13962,185,75,93,16,696,776,35,0,0
28025,1176,2,33,135,161,48,198,53,55,20,50244,149,59,80,9,664,768,61,1,0
28027,1534,1,55,154,83,64,170,85,100,51,56555,113,35,69,8,645,769,71,1,0
28031,1000,1,43,92,95,25,243,81,63,16,25098,68,18,47,2,705,778,116,4,1
28032,43,0,1,2,3,0,5,1,4,3,3104,173,54,104,14,714,809,99,0,0
28033,20,0,0,5,1,1,1,0,3,1,2557,100,21,62,15,751,816,44,0,1
28034,235,0,4,22,17,29,21,9,13,7,17678,194,63,106,25,675,794,53,2,0
28036,433,0,25,26,40,6,137,26,22,10,13633,57,11,39,6,665,754,72,0,0
28037,646,0,18,95,49,42,108,22,43,16,18327,65,19,38,7,706,801,40,0,0
28039,7,0,0,0,1,2,0,0,2,0,100,470,110,360,0,550,890,30,0,0
28040,50,0,0,12,2,4,0,0,1,1,7779,193,69,103,19,653,758,53,0,0
28043,514,1,22,41,63,24,57,17,19,10,21860,256,99,140,16,656,777,34,0,1
28052,752,0,14,59,48,75,106,32,47,17,34673,326,137,174,14,626,745,45,2,0
28054,1013,0,14,33,227,46,131,46,46,12,35130,177,61,104,11,664,781,71,1,0
28056,495,2,16,50,34,26,61,23,27,14,32551,110,34,66,9,676,789,55,1,0
28071,30,1,0,3,1,5,1,0,5,8,3012,92,22,70,0,769,872,11,0,0
28072,38,0,0,4,1,4,4,4,3,1,1221,124,46,64,13,654,719,19,0,0
28073,44,0,0,6,2,2,1,0,3,4,5805,273,85,153,34,620,737,37,0,0
28075,384,0,17,50,32,20,61,14,19,8,16388,62,26,33,2,640,751,38,0,0
28076,22,0,0,2,1,1,1,0,2,0,847,642,151,439,51,687,838,0,0,0
28077,5,0,1,0,0,0,0,0,1,0,382,473,185,253,34,675,819,15,0,0
28078,1457,0,66,96,166,24,354,73,91,21,54268,59,16,39,3,663,746,89,1,1
28079,760,0,17,151,55,31,109,24,65,31,32399,41,14,26,1,629,746,46,0,0
28080,63,1,4,19,1,6,3,2,6,4,7934,164,61,82,20,693,801,43,1,0
