zcta,JobsTotal,JobsAgriculture,JobsEntertainment,JobsConstruction,JobsHealthcare,JobsManufacturing,JobsProfessional,JobsRealestate,JobsTrade,JobsTransport,Population,Poverty,Poverty_Under18,Poverty_18to65,Poverty_Over65,Education,Work_Experience,Working_Fulltime,Working_Fulltime_Poverty,y
44826,18,0,0,7,0,0,0,1,2,2,1719,55,14,41,0,737,781,20,0,0
44827,114,0,1,16,10,13,11,4,6,3,6873,204,64,127,12,671,808,72,4,0
44828,7,0,0,0,3,1,0,0,0,0,27,259,0,222,37,1000,1000,0,0,0
44830,334,1,13,22,47,26,47,9,11,16,18143,231,109,110,11,662,766,72,2,0
44833,296,0,8,21,30,34,49,9,14,9,16664,177,69,90,17,687,798,56,3,1
44836,38,0,1,6,10,1,2,1,2,1,2303,152,63,82,6,625,769,39,0,1
44837,36,0,0,4,2,9,2,0,2,4,4402,137,43,83,11,620,726,37,0,1
44838,14,0,0,1,0,3,0,1,1,0,207,111,24,67,19,772,869,57,0,0
44839,224,0,17,23,17,15,21,9,7,6,12450,131,39,76,15,705,806,50,2,0
44840,44,0,1,13,1,3,5,0,2,1,3358,101,36,64,0,675,813,78,0,0
44841,8,0,1,2,0,0,0,0,1,2,614,0,0,0,0,688,726,50,0,0
44842,142,0,4,12,17,12,13,6,6,4,5172,166,73,76,16,694,817,58,0,0
44843,33,0,0,9,2,0,2,0,2,2,2366,45,13,13,18,673,770,55,0,0
44844,18,1,0,7,0,1,1,0,1,1,680,104,25,66,13,613,830,88,0,1
44846,108,0,2,7,8,11,11,6,11,3,2925,25,5,18,1,694,795,50,0,0
44847,76,0,1,21,2,9,6,1,3,5,3728,83,24,56,2,684,763,67,0,0
44849,26,0,0,5,1,3,3,0,2,2,2188,133,52,73,8,654,735,92,0,0
44850,8,0,0,0,0,0,1,1,0,0,6,0,0,0,0,1000,1000,0,0,0
44851,82,0,3,9,8,7,11,2,5,1,4916,130,46,74,9,645,756,66,0,0
44853,27,0,1,8,1,2,3,0,1,1,1256,28,13,14,0,715,834,46,0,0
44854,36,0,2,3,2,9,3,0,1,3,1633,96,41,50,4,719,810,62,0,0
44855,13,1,0,4,0,0,0,2,1,1,1365,137,52,68,16,659,770,8,0,0
44856,2,0,0,0,0,0,0,0,0,0,119,50,0,0,50,932,966,50,0,0
44857,571,1,20,67,54,40,82,28,27,14,23103,138,52,73,12,669,777,72,2,0
44859,19,0,1,3,0,6,1,0,1,1,1454,292,127,165,0,668,827,45,0,0
44861,5,0,0,0,0,1,1,0,0,1,49,204,102,102,0,775,897,244,0,0
44864,51,1,3,6,0,4,5,2,0,4,3495,76,22,38,15,663,775,51,0,0
44865,28,0,1,5,1,2,2,1,1,2,3743,162,30,125,6,658,812,108,25,0
44866,13,0,0,3,0,0,1,0,1,3,2332,348,222,106,18,602,703,49,0,1
44867,29,0,0,8,0,1,5,0,1,4,2526,53,12,34,5,703,805,50,0,0
44870,1181,2,49,65,151,57,154,48,39,22,40251,164,57,95,11,698,806,86,2,1
44874,6,0,0,0,0,0,0,0,0,0,397,335,193,141,0,569,612,40,15,0
44875,224,0,7,25,27,10,33,3,4,15,13295,116,26,77,11,700,799,67,1,0
44878,32,0,0,4,1,5,2,2,1,2,2873,121,49,58,13,636,747,51,0,0
44880,14,0,1,3,1,1,0,0,1,1,3123,115,45,70,0,634,731,20,0,0
44881,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1000,1000,1000,0,0
44882,49,0,3,9,4,1,4,1,2,2,2717,50,20,23,6,730,817,66,0,0
44883,684,1,16,61,96,34,90,23,31,22,26827,166,47,104,14,692,810,76,5,0
44887,8,0,0,4,0,0,1,0,1,2,1238,43,13,27,2,645,783,23,0,0
44889,59,0,2,9,4,6,7,2,2,2,6500,70,21,40,8,719,824,70,3,0
44890,167,0,4,10,17,4,20,7,2,6,11257,189,79,98,11,661,756,38,2,0
44902,320,0,16,14,28,32,87,5,16,4,4630,322,101,208,12,661,792,61,14,0
44903,429,0,11,43,58,44,35,20,29,16,24619,191,60,112,18,700,803,50,1,0
44904,203,0,8,27,15,14,31,9,8,7,13806,81,31,36,13,693,779,60,1,0
44905,221,0,6,17,16,20,16,4,15,7,11397,179,74,97,7,701,796,64,2,0
44906,627,0,23,25,86,17,75,34,29,8,16527,201,74,113,13,707,814,68,2,1
44907,340,0,12,15,70,8,71,18,6,3,14080,186,60,108,17,695,790,74,1,0
45001,17,0,0,5,0,3,1,0,0,1,564,223,62,161,0,702,796,76,0,1
45002,216,0,7,55,6,30,16,4,16,3,13503,166,86,75,4,623,715,63,0,0
45003,10,0,0,0,0,2,0,0,3,0,598,71,13,55,3,799,882,75,18,0
45005,522,0,11,27,59,59,65,20,26,4,30124,107,40,60,7,686,798,62,2,0
45011,1070,0,33,96,103,61,166,34,90,36,67112,161,64,90,5,627,747,64,2,1
45013,678,2,11,80,108,26,91,25,20,11,53087,117,42,65,9,677,790,56,2,1
45014,1163,1,18,75,145,86,161,50,92,42,43729,83,27,53,2,690,808,88,0,0
45015,184,0,1,20,15,31,14,5,19,6,11993,188,79,97,12,670,766,92,2,0
45030,434,0,7,48,29,42,56,18,22,4,17601,61,9,43,8,683,785,54,1,1
45032,6,0,1,1,0,1,0,0,0,0,361,60,16,44,0,653,750,130,0,1
45033,7,0,0,3,1,1,0,0,0,0,385,132,12,119,0,483,729,64,0,0
45034,17,0,0,0,2,0,6,0,0,0,977,0,0,0,0,616,774,49,0,0
45036,702,0,22,60,87,43,125,29,42,17,33751,66,23,38,4,640,761,46,0,0
45039,301,1,10,34,27,7,62,11,15,9,23327,47,18,28,0,662,741,73,0,1
45040,1297,1,56,60,148,41,286,46,96,22,51826,31,7,17,6,627,717,52,1,0
45041,48,0,2,6,1,9,7,1,2,1,103,0,0,0,0,407,601,97,0,0
45042,382,0,11,38,54,30,52,10,17,12,26435,132,42,79,10,710,815,60,0,0
45044,744,0,21,56,64,41,111,45,47,21,52264,190,81,102,6,623,741,64,3,0
45050,357,0,58,15,13,15,26,18,26,15,9085,87,46,29,11,613,726,47,0,0
45051,2,0,0,0,1,0,0,0,0,0,45,866,0,644,222,1000,1000,0,0,0
45052,69,0,5,11,4,5,4,1,7,5,4308,105,41,45,17,731,852,45,0,1
45053,44,0,1,14,2,6,4,0,2,2,3116,51,3,31,16,728,826,45,0,1
45054,30,0,1,7,0,2,3,4,1,3,2256,175,55,103,17,709,790,58,3,0
45056,371,0,13,30,45,10,51,20,6,4,19647,363,19,338,4,485,884,110,10,0
45062,5,0,0,0,0,0,0,0,2,1,677,69,20,39,8,742,816,53,0,0
45064,23,0,0,8,1,0,1,1,1,0,2930,71,11,55,4,688,819,32,0,0
45065,48,0,2,4,7,1,10,1,0,1,5364,89,13,73,3,629,739,62,0,1
45066,536,0,21,30,68,31,126,26,40,7,24013,35,11,21,2,659,751,47,0,0
45067,120,0,3,12,13,6,12,2,4,4,14041,113,36,69,7,624,735,66,5,0
45068,167,2,7,31,12,7,20,6,5,6,10561,59,20,27,12,689,778,44,0,0
45069,1491,0,43,94,180,39,306,53,150,62,49777,53,23,27,3,657,762,67,0,0
45070,4,0,1,0,0,1,0,0,1,0,192,88,0,83,5,692,838,15,10,0
45101,26,0,1,1,1,1,3,1,2,0,2353,362,105,220,35,694,828,65,2,1
45102,335,0,4,42,18,28,45,15,14,5,22494,100,34,57,8,659,784,80,3,0
45103,472,2,14,63,40,42,77,14,33,9,32390,124,46,73,4,651,766,70,1,0
45106,122,0,4,19,11,1,18,2,2,4,12600,122,33,79,9,666,785,43,2,0
45107,124,0,2,20,14,10,16,3,4,2,8886,112,30,70,12,672,787,53,5,1
45111,8,0,1,0,0,1,2,0,1,0,309,148,12,93,42,711,877,84,0,0
45112,1,0,0,0,0,0,0,0,0,0,43,209,162,46,0,837,837,46,0,0
45113,44,0,2,13,2,2,4,0,3,3,3467,56,15,37,3,699,776,31,0,0
45118,44,0,2,6,2,4,2,0,4,3,3604,79,24,39,15,706,798,54,0,0
45120,28,0,0,4,3,2,2,1,0,0,2959,138,33,89,15,721,835,49,0,0
45121,157,0,5,6,30,4,21,7,10,6,9011,163,30,117,15,685,784,34,0,0
45122,107,1,1,28,3,5,6,4,4,11,10886,138,52,82,3,678,808,52,1,0
45123,126,0,3,8,17,7,16,4,1,5,8448,264,109,140,15,682,759,51,2,0
45130,23,0,1,6,1,0,1,0,2,0,3676,65,16,35,12,718,863,61,6,1
45131,6,0,0,0,0,1,1,0,0,0,276,402,105,206,90,724,793,65,0,0
45133,457,1,11,44,75,15,58,21,11,14,22837,206,66,118,22,698,798,53,3,0
45135,44,0,0,8,2,6,4,1,0,2,4697,124,30,90,3,664,768,48,0,0
45140,873,1,28,90,63,36,194,37,73,16,53221,52,16,30,4,664,762,63,0,1
45142,28,0,0,2,2,4,4,1,2,0,4304,88,31,45,11,575,739,36,0,0
45144,41,0,2,2,2,2,12,0,0,2,4880,253,70,167,15,674,787,35,11,0
45146,7,0,0,2,0,1,0,0,0,1,1508,118,33,57,28,665,775,24,0,0
45147,8,0,0,3,0,1,1,0,0,0,170,0,0,0,0,694,717,0,0,0
45148,7,0,0,0,0,0,1,0,1,1,1518,120,54,63,2,655,785,77,0,0
45150,895,1,31,87,82,39,168,39,53,19,31414,105,40,55,9,675,773,60,1,0
45152,106,0,1,15,8,5,22,6,9,5,11137,71,27,39,4,695,801,33,0,1
45153,15,0,0,2,1,0,1,0,0,2,1898,116,17,72,27,741,854,65,0,0
45154,133,0,1,4,17,10,18,7,3,5,9072,154,67,76,10,650,742,35,1,1
45155,7,0,0,0,0,0,0,0,1,0,307,263,104,153,6,641,758,16,0,0
45157,100,1,2,24,7,5,8,4,7,1,9697,157,45,96,16,709,794,42,0,0
45158,6,0,0,2,0,0,1,0,0,2,383,101,57,44,0,579,728,88,0,0
45159,25,0,1,3,0,3,4,0,0,1,3368,198,54,133,10,652,757,67,2,0
45160,33,0,2,2,7,0,5,3,0,2,840,360,160,161,38,647,736,105,0,1
45162,34,1,0,10,1,3,3,1,2,2,2454,78,18,56,3,718,768,58,9,0
45164,1,0,0,0,0,0,0,0,0,0,290,303,89,210,3,565,727,96,0,0
45167,51,0,2,2,5,4,7,0,3,0,3374,168,40,101,26,726,858,35,0,0
45168,11,0,0,1,0,0,2,0,0,1,1532,58,5,46,5,660,862,56,2,1
45169,50,0,0,7,2,7,5,3,5,1,4879,242,79,130,31,652,753,39,9,0
45171,48,0,2,5,4,5,6,0,2,6,6348,148,64,74,8,689,801,33,1,0
45172,2,0,0,0,0,0,0,0,0,0,154,129,58,71,0,759,883,0,0,0
45174,45,0,3,4,6,0,15,2,7,0,2253,36,16,18,1,618,716,28,0,0
45176,101,0,2,14,15,6,9,3,4,10,8840,138,44,80,13,653,794,41,7,1
45177,506,0,19,29,73,21,63,24,21,20,20927,181,63,105,12,682,790,54,2,0
45202,2166,0,131,28,107,34,789,121,68,20,12511,327,109,208,10,732,854,282,10,0
45203,222,0,15,8,9,12,42,14,34,16,2109,634,214,360,60,617,745,94,13,0
45204,88,0,2,8,7,16,6,1,12,6,6803,444,160,270,13,581,754,141,6,1
45205,105,0,1,7,11,2,11,7,1,0,19297,417,191,215,10,592,709,75,5,1
45206,371,0,10,11,58,9,91,30,26,2,10137,337,91,215,29,716,824,160,6,0
45207,72,0,4,5,15,3,2,2,1,1,5768,432,184,223,24,593,743,44,0,0
45208,515,0,21,15,65,8,120,38,21,3,18668,72,6,59,6,703,818,170,0,1
45209,431,0,11,11,30,16,103,19,13,2,9250,104,11,87,5,783,916,352,2,0
45211,562,0,11,50,78,8,93,31,14,3,36537,225,81,133,11,680,792,114,3,0
45212,453,0,28,34,38,27,71,14,19,11,21787,201,43,143,14,676,835,154,5,0
45213,220,0,6,17,29,4,30,9,7,2,12141,196,94,90,10,675,780,111,0,0
45214,264,0,17,18,22,49,22,8,26,9,7757,521,221,274,24,581,746,73,4,0
45215,798,0,17,88,70,90,121,30,92,18,30082,176,63,98,13,664,786,88,1,1
45216,192,0,4,14,17,27,15,4,18,5,9563,259,86,163,9,692,809,90,16,0
45217,143,0,2,14,3,17,17,5,18,7,6662,190,81,105,3,647,769,92,6,0
45218,34,0,1,2,5,1,5,2,1,1,3698,73,30,40,2,730,797,76,2,0
45219,412,0,8,3,136,3,39,13,8,1,14293,536,38,489,8,344,907,126,16,1
45220,188,0,8,4,53,0,26,18,1,0,13990,301,27,259,13,643,893,163,9,0
45223,250,0,5,27,16,36,22,7,21,11,12141,457,221,216,18,609,716,138,8,0
45224,193,0,2,14,36,5,26,7,5,2,19495,154,38,95,20,748,840,81,2,0
45225,142,0,3,12,9,26,9,6,25,5,8393,617,284,319,13,509,654,62,2,0
45226,270,0,11,23,9,18,57,19,21,23,5222,120,30,88,1,780,876,221,0,0
45227,512,0,18,41,60,40,98,27,44,5,17876,181,50,109,20,704,817,124,5,0
45229,236,0,6,8,53,8,20,16,15,4,12428,451,185,239,27,656,766,80,4,0
45230,434,0,14,26,77,1,118,25,18,3,26380,91,23,60,7,714,792,90,1,0
45231,561,0,9,57,93,12,68,15,24,8,40032,186,90,84,11,664,787,81,3,0
45232,126,0,2,14,4,22,6,4,13,8,6311,612,317,288,7,464,623,50,6,1
45233,195,0,15,48,11,12,14,7,16,9,14926,75,26,33,15,652,781,40,0,0
45236,1028,0,50,31,126,19,192,51,32,4,23900,98,25,54,17,739,826,119,0,0
45237,391,0,10,29,67,24,47,20,42,11,19610,242,95,114,32,682,774,84,5,1
45238,587,0,22,54,83,9,106,32,17,3,45573,161,69,82,8,659,782,83,1,0
45239,402,0,9,30,68,13,67,16,10,2,27280,137,45,83,8,682,789,97,6,0
45240,417,0,12,39,47,25,50,16,44,6,27228,164,65,89,10,660,763,75,0,0
45241,1352,0,29,82,97,89,253,73,193,69,22599,74,21,42,10,715,806,85,5,0
45242,1760,1,46,61,256,69,494,81,181,20,21771,43,6,24,12,717,796,58,1,0
45243,323,0,10,19,37,8,67,27,20,2,14336,35,8,25,1,682,763,35,0,0
45244,462,0,16,71,38,15,86,18,39,11,29080,61,18,40,2,656,751,46,0,0
45245,564,0,23,33,60,14,81,29,22,9,18873,58,10,45,3,709,843,103,0,0
45246,1156,0,32,40,109,65,167,42,123,51,14621,224,101,111,11,648,758,89,4,1
45247,492,1,15,73,57,15,91,17,27,7,22312,60,13,38,8,729,824,53,1,0
45248,340,0,11,57,44,7,60,19,10,12,25105,60,18,33,9,692,798,43,0,0
45249,687,0,30,31,52,20,158,42,53,5,13342,100,28,58,12,716,805,111,4,0
45251,442,0,12,28,28,10,47,20,14,7,21788,112,43,57,11,654,779,59,2,0
45252,57,0,3,16,3,0,6,0,2,3,4793,20,3,13,2,739,848,67,0,0
45255,572,0,19,24,81,6,110,33,29,5,21253,87,27,46,13,704,799,42,1,0
45301,5,0,0,0,0,2,1,0,0,0,132,0,0,0,0,901,1000,189,0,0
45302,76,0,1,20,3,10,9,1,3,1,4190,34,12,18,4,596,747,54,0,1
45303,30,0,0,3,2,1,2,0,3,6,2085,186,72,107,6,694,780,71,0,0
45304,137,1,5,38,4,5,17,4,3,10,7607,109,46,58,5,648,771,44,0,1
45305,174,0,4,18,19,4,34,9,4,3,11085,111,55,48,7,640,746,47,5,1
45306,63,1,1,10,5,8,9,3,4,2,2502,65,13,45,6,644,736,53,4,1
45307,4,0,0,0,0,0,0,0,1,0,311,231,122,109,0,562,678,51,0,0
45308,52,0,1,8,0,5,8,0,1,4,4157,134,62,52,19,661,771,40,0,0
45309,200,0,1,36,13,14,25,8,5,7,12447,78,26,40,11,718,809,50,0,0
45310,12,0,0,1,0,1,1,1,1,3,216,23,0,18,4,754,796,87,0,0
45311,72,1,2,9,6,6,4,2,1,6,6222,154,53,84,16,724,845,64,3,1
45312,15,0,1,3,1,1,1,0,2,0,1546,122,88,28,5,644,776,55,0,0
45314,48,0,1,5,7,0,7,2,2,0,3591,174,26,138,9,641,835,59,3,0
45315,138,0,4,19,10,17,15,8,10,4,4093,27,4,17,5,725,838,29,0,0
45316,1,0,0,0,0,0,0,0,0,0,127,125,23,55,47,645,787,102,0,1
45317,13,1,1,3,0,2,0,0,1,2,860,60,0,39,20,683,758,55,0,1
45318,122,1,4,22,6,18,12,3,11,4,5647,138,60,67,10,673,756,72,2,0
45319,6,0,0,0,1,2,0,0,0,0,391,92,40,51,0,647,741,81,0,0
45320,314,0,7,25,44,15,55,8,14,11,14856,128,42,78,7,667,765,41,1,0
45321,6,0,0,1,0,2,1,0,1,1,1056,172,77,70,24,654,802,32,0,0
45322,331,0,7,30,43,17,53,12,8,8,21458,92,45,38,8,694,775,57,0,0
45323,63,0,1,3,7,5,8,3,3,2,5358,74,16,48,9,748,838,90,5,1
45324,602,0,18,26,56,17,116,31,11,14,37252,245,60,172,12,649,818,94,8,0
45325,45,0,1,7,3,1,10,0,3,2,2418,97,44,36,16,718,792,33,0,0
45326,14,0,1,2,0,1,0,0,3,1,944,24,4,16,3,688,751,45,0,0
45327,133,0,7,9,12,5,20,5,3,6,9249,102,45,50,6,688,785,46,1,0
45328,9,0,0,1,0,1,3,1,0,0,591,236,104,128,3,619,717,40,3,0
45330,12,0,0,1,2,2,1,0,0,0,794,91,11,66,13,712,818,42,0,0
45331,618,2,19,59,55,35,82,26,26,22,21754,153,44,94,14,718,807,70,2,0
45332,6,0,0,0,0,0,0,1,1,2,646,342,82,230,29,678,744,51,0,0
45333,9,0,0,3,0,1,0,0,1,1,1196,64,23,15,25,639,699,37,0,0
45334,40,0,1,0,4,10,6,0,0,4,2286,109,44,61,4,667,760,45,0,0
45335,60,0,0,9,6,3,4,2,2,3,6513,85,27,56,1,678,775,41,0,0
45336,4,0,0,0,0,2,0,0,0,0,172,156,98,58,0,587,755,0,0,0
45337,20,0,0,6,0,2,1,0,0,3,1565,93,19,30,43,727,847,36,0,0
45338,83,0,2,13,4,10,10,3,3,4,4789,87,40,41,5,722,815,72,5,0
45339,12,0,0,4,0,1,1,0,0,0,1477,159,56,69,33,729,798,32,0,0
45340,10,1,0,2,0,0,1,1,2,1,533,39,15,24,0,806,881,54,0,1
45341,45,0,2,5,6,2,2,1,4,2,3507,168,70,93,3,707,810,51,0,0
45342,702,1,41,53,55,56,128,27,50,8,36227,136,56,67,12,690,784,97,2,0
45344,240,1,8,31,20,23,30,4,12,3,16745,146,57,80,7,662,790,54,4,0
45345,65,0,0,11,11,3,7,1,0,1,5725,141,44,65,31,699,792,65,9,0
45346,38,1,0,6,2,3,2,0,1,5,2256,111,54,54,1,639,761,42,0,0
45347,63,0,2,9,7,4,3,1,7,6,4606,174,57,94,22,677,804,57,0,0
45348,14,0,1,2,0,1,1,1,1,4,836,209,94,93,21,616,716,43,9,0
45349,8,0,0,0,1,1,1,0,0,0,477,33,0,33,0,582,641,18,0,0
45350,8,0,0,2,0,1,0,0,1,1,131,68,15,45,7,603,694,15,0,0
45351,10,0,0,2,0,2,1,0,1,0,219,41,0,41,0,703,821,54,0,1
45352,2,0,0,0,0,0,0,0,0,0,176,181,68,90,22,727,829,45,28,0
45353,2,0,0,0,0,0,0,0,1,0,196,96,0,0,96,698,974,76,0,0
45354,10,0,0,1,1,1,2,0,0,0,574,10,0,0,10,728,844,160,0,1
45356,535,0,13,31,50,68,56,21,26,16,25315,190,76,107,6,675,788,72,0,0
45358,5,0,0,0,0,0,1,0,2,0,436,71,27,43,0,612,786,52,0,0
45359,21,0,0,3,0,1,1,1,2,1,1883,92,29,55,7,662,806,49,0,1
45360,4,0,0,0,0,1,0,0,0,0,513,122,50,68,3,557,672,50,0,0
45361,2,0,0,0,0,0,0,0,0,0,275,214,109,101,3,676,727,29,0,0
45362,15,0,0,7,0,1,0,1,1,1,1382,78,22,51,4,660,768,73,0,0
45363,31,0,0,4,0,11,2,1,0,4,1822,27,7,6,13,564,677,32,0,0
45365,649,1,20,46,81,66,89,29,26,32,29574,145,54,80,10,669,777,65,1,0
45368,49,0,2,9,2,5,2,4,2,3,4657,112,44,59,8,674,796,90,1,0
45369,22,0,0,3,2,1,1,1,1,1,3444,148,43,101,3,663,820,38,5,0
45370,43,0,1,11,1,4,4,3,3,1,2310,50,3,41,5,697,819,44,0,1
45371,398,0,8,47,31,46,61,19,20,21,18576,59,18,34,7,689,789,73,0,0
45372,1,0,0,0,0,1,0,0,0,0,463,97,10,86,0,695,850,41,0,0
45373,805,0,26,64,109,61,133,23,35,14,34746,127,49,68,9,690,792,73,2,1
45377,383,0,7,28,38,29,57,17,21,34,14822,105,38,54,12,704,794,75,3,0
45378,3,0,0,1,0,1,0,0,1,0,378,132,71,60,0,592,708,71,0,0
45380,135,2,4,17,6,17,19,3,8,8,5148,86,35,46,4,650,756,45,0,1
45381,73,0,1,11,2,10,9,0,5,6,5495,141,49,85,6,706,790,63,1,0
45382,17,1,0,6,0,1,1,0,2,0,1398,149,81,65,2,616,713,27,2,0
45383,109,0,2,10,10,7,19,6,2,1,7237,94,29,53,11,725,809,79,0,0
45384,7,0,1,0,0,0,0,1,0,0,87,0,0,0,0,942,1000,0,0,0
45385,600,2,19,51,86,38,82,21,27,15,37560,193,80,101,10,701,797,62,0,0
45387,148,0,10,7,22,6,16,4,4,1,5009,102,24,61,16,804,875,72,1,0
45388,13,0,0,6,0,0,1,0,3,1,867,14,0,12,2,581,668,21,2,0
45389,9,0,0,0,0,0,1,0,0,0,500,96,36,44,16,648,758,36,0,0
45390,49,1,1,13,4,4,4,1,3,5,3218,209,85,107,16,674,793,43,0,0
45402,828,0,51,28,86,28,241,29,36,8,9740,477,146,282,47,664,801,93,5,0
45403,219,0,1,27,14,54,8,3,19,6,15073,413,157,236,19,641,765,99,6,0
45404,411,0,7,39,40,84,11,9,56,26,9894,344,136,192,16,674,780,53,2,1
45405,223,0,4,6,44,3,35,16,4,2,17992,377,127,233,15,655,781,96,5,0
45406,203,0,5,2,52,3,23,14,3,1,20174,297,105,170,21,672,792,83,2,0
45409,286,0,15,10,68,6,42,20,9,2,7510,191,12,167,11,634,815,117,3,0
45410,166,0,1,11,22,10,20,9,2,2,15735,379,133,225,20,659,800,101,3,0
45414,844,0,15,77,56,113,91,39,103,22,20798,196,70,117,7,665,788,59,2,0
45415,282,0,6,20,98,2,30,14,5,4,12345,124,36,77,10,727,821,87,5,0
45416,59,0,1,0,7,1,5,3,2,1,5598,290,115,142,33,684,774,56,8,1
45417,341,0,3,13,67,27,17,12,23,14,30191,410,157,230,22,632,769,47,3,0
45419,263,0,8,11,35,9,67,8,4,3,14443,70,13,53,3,706,786,117,3,0
45420,371,0,12,13,38,13,61,15,11,3,24457,200,69,119,11,711,807,135,1,0
45424,723,1,17,43,79,31,81,38,29,23,50125,101,36,56,8,670,787,77,1,0
45426,168,0,4,5,17,7,17,15,7,4,14642,200,72,107,20,699,805,77,6,0
45428,7,0,0,0,1,0,1,0,0,0,109,752,0,752,0,623,1000,0,0,0
45429,611,0,24,18,172,18,104,26,16,6,25116,91,20,56,13,745,834,102,2,0
45430,138,0,3,11,3,8,39,9,6,0,7421,35,7,16,11,690,804,55,0,1
45431,614,0,16,18,58,10,156,30,9,3,26851,106,35,64,6,681,795,114,1,0
45432,354,0,8,19,57,17,77,15,12,3,14802,108,35,62,10,720,824,76,2,1
45433,135,0,2,1,4,0,103,0,2,2,1953,37,0,37,0,554,698,50,0,0
45434,212,0,5,23,33,6,47,10,13,3,11790,38,7,25,5,697,792,41,1,0
45439,507,0,11,38,50,57,85,18,48,16,9937,257,114,121,20,658,736,84,0,0
45440,457,0,14,31,53,20,100,14,13,2,20527,81,23,49,8,716,820,92,1,0
45449,331,0,10,25,23,28,36,20,23,3,18011,180,57,105,16,706,805,121,4,0
45458,581,0,19,44,80,12,141,41,27,3,30412,50,14,27,7,699,779,60,0,0
45459,1477,2,38,54,231,29,328,66,66,6,26886,59,16,32,11,739,837,96,3,0
45502,358,1,17,38,24,25,66,21,17,17,15543,74,22,48,3,736,837,32,0,0
45503,477,0,7,22,96,16,67,21,11,5,32135,177,56,107,13,696,795,82,6,1
45504,550,0,12,29,65,25,71,18,23,7,16602,204,64,125,13,684,809,55,0,1
45505,355,0,8,19,71,25,33,15,16,6,19087,328,118,184,25,653,772,84,2,0
45506,136,0,2,11,15,21,2,4,10,11,14383,305,126,167,11,637,751,57,1,0
45601,1054,5,27,72,143,29,130,48,46,38,50870,197,69,115,12,690,795,64,2,1
45612,49,5,2,3,3,0,3,0,1,3,5803,199,64,118,15,680,772,26,2,0
45613,30,0,0,6,1,4,2,0,0,1,3967,273,152,114,6,652,770,66,0,0
45614,43,0,1,8,6,4,1,0,3,1,4724,184,68,87,27,670,773,11,0,1
45616,5,0,0,0,1,1,0,1,0,0,1409,424,162,221,40,688,740,22,0,0
45617,1,0,0,0,0,0,0,0,0,0,255,0,0,0,0,650,650,113,0,0
45618,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1000,1000,571,0,0
45619,104,0,4,17,16,4,17,0,3,3,8055,248,74,141,31,657,775,43,0,0
45620,25,0,0,3,2,1,2,0,0,1,1157,273,83,157,32,760,790,44,0,0
45621,3,0,0,0,0,0,0,0,1,0,434,276,103,161,11,589,762,18,0,0
45622,5,0,0,2,0,0,1,0,0,1,219,360,242,118,0,675,757,127,0,0
45623,12,0,0,4,1,0,0,0,0,2,3177,135,33,86,14,662,794,28,0,0
45628,41,0,2,8,2,1,2,1,5,6,4492,120,21,87,11,722,816,47,0,0
45629,31,0,1,3,4,3,0,0,0,5,3059,286,104,171,9,678,829,58,0,0
45630,5,0,0,2,0,0,0,1,0,0,177,0,0,0,0,802,841,0,0,0
45631,422,2,13,19,59,10,64,17,14,9,14578,167,51,96,19,705,807,62,0,0
45634,17,2,0,1,2,1,0,0,0,2,1861,241,90,141,9,663,773,52,0,0
45636,1,0,0,0,0,1,0,0,0,0,176,386,0,318,68,846,948,0,0,0
45638,357,0,8,13,71,12,50,8,8,9,21293,197,54,120,22,689,801,55,2,0
45640,387,1,14,29,53,17,52,13,12,15,16048,231,87,131,12,668,780,40,2,0
45644,31,0,0,3,3,2,5,0,1,4,4567,121,21,87,12,695,828,65,3,1
45645,21,0,0,8,2,2,0,0,0,2,3254,91,17,65,8,669,778,4,0,0
45646,8,0,0,1,0,1,0,0,0,0,257,338,23,315,0,747,801,143,0,0
45647,15,1,0,3,0,0,0,0,0,2,2237,70,5,60,4,678,781,33,0,0
45648,99,2,2,15,11,4,8,0,4,4,10824,239,78,144,15,719,815,51,0,0
45650,1,0,1,0,0,0,0,0,0,0,209,19,0,19,0,933,1000,0,0,0
45651,94,4,2,4,15,9,8,2,1,6,6273,232,99,124,7,668,786,40,0,0
45652,25,1,1,3,3,8,0,0,1,1,4072,167,63,100,2,605,701,18,7,1
45653,46,0,1,5,6,3,4,0,0,3,4079,215,37,154,24,734,831,41,4,0
45654,8,0,0,1,1,0,0,0,1,2,923,208,47,140,19,718,816,20,0,0
45656,74,7,1,4,1,7,4,2,3,5,6735,250,87,142,19,648,788,57,3,0
45657,13,0,0,3,0,3,1,0,0,1,2925,324,130,161,32,616,695,11,0,1
45658,7,2,0,1,2,0,0,0,0,0,2603,285,107,157,19,646,761,32,0,0
45659,6,0,0,0,1,0,0,0,0,1,2859,181,33,125,22,770,842,81,10,0
45660,87,1,1,10,9,8,10,2,2,5,8260,273,87,166,19,672,778,43,0,0
45661,108,1,1,10,13,8,14,1,5,4,6746,230,72,138,19,676,804,29,0,0
45662,779,1,18,33,155,17,102,42,19,13,27943,314,82,209,23,694,817,62,5,0
45663,58,1,1,10,4,1,3,0,2,3,6454,228,71,140,15,670,800,38,1,0
45669,113,0,1,13,13,1,17,5,6,3,10203,101,24,61,15,706,827,60,1,0
45671,2,0,0,0,0,0,0,0,0,0,552,565,291,251,21,583,695,27,0,0
