zcta,JobsTotal,JobsAgriculture,JobsEntertainment,JobsConstruction,JobsHealthcare,JobsManufacturing,JobsProfessional,JobsRealestate,JobsTrade,JobsTransport,Population,Poverty,Poverty_Under18,Poverty_18to65,Poverty_Over65,Education,Work_Experience,Working_Fulltime,Working_Fulltime_Poverty
61367,26.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,3.0,710.0,76.0,5.0,63.0,8.0,784.0,863.0,97.0,36.0
61368,20.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,1509.0,109.0,41.0,55.0,10.0,792.0,866.0,45.0,0.0
61369,32.0,0.0,1.0,3.0,2.0,1.0,5.0,0.0,7.0,0.0,1605.0,74.0,12.0,46.0,17.0,742.0,867.0,117.0,3.0
61370,29.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,6.0,1440.0,59.0,16.0,38.0,5.0,728.0,807.0,89.0,0.0
61372,13.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,186.0,21.0,0.0,10.0,10.0,664.0,769.0,48.0,0.0
61373,62.0,1.0,2.0,4.0,2.0,3.0,4.0,2.0,6.0,2.0,1968.0,40.0,12.0,26.0,1.0,760.0,836.0,83.0,0.0
61374,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,107.0,343.0,0.0,349.0,0.0,978.0,1005.0,135.0,0.0
61375,12.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1185.0,67.0,14.0,45.0,7.0,772.0,871.0,80.0,0.0
61376,62.0,3.0,2.0,6.0,2.0,3.0,9.0,3.0,10.0,5.0,2664.0,128.0,50.0,65.0,9.0,656.0,766.0,61.0,3.0
61377,31.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,2.0,1647.0,112.0,34.0,68.0,8.0,654.0,776.0,60.0,0.0
61378,15.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,3.0,436.0,210.0,57.0,142.0,6.0,769.0,907.0,114.0,0.0
61379,15.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,1413.0,163.0,60.0,75.0,25.0,653.0,761.0,50.0,2.0
61401,823.0,0.0,25.0,42.0,127.0,30.0,115.0,34.0,35.0,25.0,30949.0,223.0,66.0,137.0,16.0,714.0,825.0,99.0,4.0
61410,51.0,0.0,2.0,2.0,5.0,0.0,7.0,1.0,1.0,3.0,3761.0,160.0,59.0,89.0,6.0,717.0,831.0,117.0,0.0
61411,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,376.0,0.0,0.0,0.0,0.0,755.0,871.0,72.0,0.0
61412,22.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,2.0,1510.0,86.0,16.0,51.0,23.0,713.0,861.0,68.0,6.0
61413,26.0,0.0,1.0,5.0,1.0,0.0,4.0,1.0,4.0,4.0,989.0,87.0,27.0,60.0,0.0,772.0,865.0,74.0,9.0
61414,15.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,1.0,2.0,919.0,109.0,22.0,68.0,23.0,688.0,775.0,103.0,5.0
61415,35.0,1.0,3.0,2.0,1.0,0.0,2.0,0.0,2.0,4.0,1705.0,111.0,36.0,67.0,5.0,718.0,794.0,87.0,1.0
61416,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,439.0,157.0,270.0,8.0,635.0,721.0,69.0,8.0
61417,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,214.0,0.0,0.0,0.0,0.0,1020.0,1010.0,32.0,0.0
61418,14.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,644.0,26.0,3.0,11.0,13.0,812.0,860.0,43.0,1.0
61419,10.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,89.0,0.0,91.0,0.0,834.0,941.0,99.0,7.0
61420,18.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,2.0,0.0,1188.0,120.0,25.0,75.0,22.0,779.0,861.0,84.0,1.0
61421,24.0,0.0,0.0,5.0,2.0,1.0,2.0,0.0,3.0,2.0,1251.0,171.0,87.0,69.0,9.0,678.0,793.0,78.0,2.0
61422,72.0,0.0,4.0,5.0,3.0,8.0,9.0,1.0,4.0,0.0,3184.0,156.0,43.0,101.0,11.0,719.0,818.0,71.0,3.0
61423,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,588.0,124.0,73.0,53.0,0.0,742.0,787.0,41.0,0.0
61424,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,758.0,1004.0,171.0,0.0
61425,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,307.0,62.0,0.0,0.0,63.0,956.0,981.0,43.0,0.0
61427,20.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,2154.0,167.0,43.0,112.0,12.0,718.0,813.0,75.0,0.0
61428,13.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,953.0,136.0,49.0,58.0,26.0,754.0,806.0,62.0,3.0
61430,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,788.0,102.0,26.0,64.0,10.0,704.0,778.0,92.0,5.0
61431,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,403.0,134.0,38.0,67.0,26.0,758.0,857.0,55.0,0.0
61432,11.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,589.0,109.0,20.0,70.0,24.0,707.0,787.0,44.0,0.0
61433,,,,,,,,,,,,,,,,,,,
61434,63.0,1.0,0.0,3.0,3.0,9.0,11.0,1.0,5.0,2.0,3049.0,190.0,39.0,139.0,11.0,698.0,831.0,89.0,1.0
61435,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0,131.0,0.0,0.0,145.0,1002.0,1007.0,0.0,0.0
61436,9.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,819.0,37.0,0.0,28.0,8.0,821.0,908.0,34.0,0.0
61437,10.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,876.0,138.0,45.0,87.0,3.0,690.0,843.0,39.0,0.0
61438,10.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,923.0,17.0,4.0,7.0,5.0,715.0,816.0,40.0,0.0
61439,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,224.0,87.0,0.0,71.0,21.0,817.0,898.0,169.0,0.0
61440,13.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,831.0,133.0,56.0,60.0,13.0,683.0,727.0,67.0,0.0
61441,12.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,1129.0,137.0,39.0,76.0,12.0,720.0,800.0,73.0,0.0
61442,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,689.0,259.0,90.0,150.0,14.0,744.0,817.0,46.0,0.0
61443,291.0,1.0,12.0,20.0,36.0,14.0,38.0,8.0,13.0,9.0,13570.0,234.0,74.0,138.0,23.0,691.0,809.0,80.0,2.0
61447,13.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,1000.0,139.0,56.0,71.0,8.0,653.0,792.0,65.0,0.0
61448,42.0,0.0,2.0,3.0,5.0,0.0,7.0,2.0,1.0,2.0,3554.0,144.0,48.0,81.0,9.0,713.0,810.0,100.0,0.0
61449,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,464.0,174.0,57.0,86.0,29.0,735.0,839.0,32.0,0.0
61450,36.0,0.0,1.0,3.0,4.0,0.0,7.0,0.0,3.0,0.0,1865.0,165.0,67.0,75.0,21.0,694.0,786.0,48.0,3.0
61451,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,468.0,24.0,0.0,24.0,0.0,761.0,878.0,76.0,0.0
61452,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,310.0,53.0,3.0,50.0,0.0,680.0,759.0,118.0,0.0
61453,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,5.0,663.0,113.0,37.0,58.0,16.0,698.0,806.0,61.0,0.0
61454,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,577.0,220.0,69.0,128.0,23.0,819.0,901.0,124.0,59.0
61455,504.0,1.0,13.0,28.0,66.0,6.0,78.0,26.0,11.0,11.0,17726.0,308.0,35.0,264.0,10.0,617.0,861.0,102.0,12.0
61458,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,926.0,126.0,26.0,62.0,38.0,724.0,791.0,45.0,0.0
61459,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,144.0,36.0,27.0,80.0,813.0,871.0,60.0,0.0
61460,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,242.0,92.0,0.0,83.0,8.0,862.0,918.0,142.0,0.0
61462,262.0,0.0,10.0,16.0,33.0,12.0,30.0,5.0,13.0,11.0,10698.0,183.0,60.0,103.0,22.0,682.0,784.0,73.0,2.0
61465,17.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,1246.0,110.0,28.0,62.0,22.0,716.0,813.0,83.0,5.0
61466,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,72.0,0.0,47.0,28.0,754.0,856.0,40.0,0.0
61467,13.0,0.0,1.0,5.0,0.0,1.0,2.0,0.0,2.0,0.0,1092.0,49.0,21.0,21.0,3.0,688.0,767.0,47.0,0.0
61468,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,0.0,0.0,0.0,0.0,657.0,938.0,0.0,0.0
61469,28.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,2.0,1.0,2176.0,109.0,50.0,53.0,4.0,711.0,822.0,61.0,2.0
61470,11.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,538.0,175.0,53.0,79.0,42.0,608.0,710.0,32.0,3.0
61471,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,86.0,35.0,0.0,39.0,0.0,915.0,912.0,66.0,39.0
61472,8.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,540.0,24.0,5.0,11.0,7.0,724.0,797.0,31.0,0.0
61473,46.0,1.0,2.0,8.0,4.0,3.0,6.0,1.0,2.0,4.0,1609.0,133.0,58.0,71.0,1.0,723.0,809.0,112.0,9.0
61474,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,42.0,5.0,14.0,24.0,811.0,887.0,85.0,0.0
61475,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,154.0,0.0,0.0,0.0,0.0,822.0,922.0,66.0,0.0
61476,9.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,540.0,137.0,24.0,59.0,53.0,691.0,748.0,55.0,0.0
61477,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.0,163.0,49.0,86.0,21.0,814.0,888.0,44.0,0.0
61478,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,322.0,46.0,0.0,0.0,48.0,698.0,786.0,92.0,0.0
61479,5.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,209.0,0.0,0.0,0.0,0.0,634.0,630.0,14.0,0.0
61480,36.0,0.0,1.0,4.0,4.0,2.0,8.0,0.0,3.0,3.0,1262.0,159.0,75.0,73.0,5.0,692.0,823.0,69.0,0.0
61482,10.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,647.0,113.0,40.0,57.0,17.0,670.0,764.0,76.0,0.0
61483,40.0,1.0,1.0,3.0,3.0,0.0,7.0,2.0,3.0,5.0,2015.0,111.0,28.0,61.0,25.0,718.0,828.0,80.0,0.0
61484,12.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,825.0,137.0,39.0,80.0,15.0,691.0,801.0,77.0,2.0
61485,15.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,490.0,47.0,4.0,39.0,4.0,719.0,887.0,49.0,0.0
61486,24.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,1407.0,144.0,80.0,56.0,2.0,717.0,791.0,34.0,0.0
61488,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,1076.0,101.0,40.0,51.0,8.0,710.0,815.0,60.0,0.0
61489,19.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,2.0,2.0,950.0,113.0,50.0,55.0,8.0,678.0,813.0,100.0,0.0
61490,33.0,1.0,1.0,4.0,0.0,1.0,5.0,0.0,2.0,2.0,1282.0,67.0,11.0,43.0,13.0,698.0,840.0,84.0,0.0
61491,54.0,0.0,2.0,9.0,1.0,4.0,9.0,0.0,4.0,3.0,2126.0,125.0,41.0,74.0,8.0,762.0,826.0,92.0,0.0
61501,39.0,2.0,1.0,8.0,0.0,3.0,4.0,0.0,2.0,3.0,1689.0,222.0,50.0,154.0,16.0,701.0,812.0,108.0,7.0
61516,13.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,737.0,115.0,60.0,53.0,1.0,722.0,803.0,43.0,0.0
61517,62.0,0.0,1.0,14.0,1.0,2.0,7.0,2.0,7.0,5.0,3343.0,20.0,5.0,13.0,1.0,737.0,850.0,81.0,0.0
61519,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,197.0,47.0,133.0,16.0,766.0,836.0,51.0,0.0
61520,340.0,1.0,12.0,33.0,53.0,3.0,43.0,10.0,7.0,11.0,15210.0,195.0,54.0,122.0,17.0,714.0,820.0,99.0,4.0
61523,169.0,0.0,7.0,18.0,12.0,10.0,23.0,7.0,2.0,4.0,11413.0,108.0,32.0,72.0,3.0,720.0,796.0,71.0,2.0
61524,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,263.0,143.0,109.0,6.0,630.0,747.0,82.0,0.0
61525,87.0,1.0,1.0,13.0,8.0,1.0,15.0,4.0,5.0,2.0,9350.0,36.0,19.0,17.0,0.0,621.0,726.0,42.0,0.0
61526,14.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,946.0,0.0,0.0,0.0,0.0,679.0,768.0,11.0,0.0
61528,38.0,0.0,0.0,6.0,2.0,4.0,2.0,1.0,3.0,1.0,2925.0,13.0,0.0,13.0,0.0,689.0,748.0,60.0,0.0
61529,52.0,0.0,5.0,6.0,4.0,1.0,11.0,1.0,2.0,3.0,2683.0,51.0,13.0,28.0,6.0,690.0,788.0,72.0,6.0
61530,180.0,0.0,6.0,30.0,17.0,9.0,32.0,3.0,9.0,6.0,6423.0,99.0,33.0,62.0,4.0,675.0,802.0,48.0,0.0
61531,66.0,0.0,0.0,7.0,5.0,6.0,10.0,2.0,4.0,4.0,3270.0,115.0,38.0,69.0,5.0,684.0,783.0,41.0,0.0
61532,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,647.0,97.0,37.0,60.0,0.0,676.0,757.0,57.0,0.0
61533,24.0,0.0,2.0,5.0,0.0,1.0,3.0,0.0,0.0,3.0,2656.0,117.0,36.0,66.0,13.0,698.0,809.0,67.0,0.0
61534,22.0,1.0,1.0,6.0,2.0,1.0,1.0,0.0,2.0,0.0,1737.0,61.0,17.0,34.0,9.0,747.0,850.0,71.0,2.0
61535,21.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1344.0,43.0,0.0,30.0,9.0,745.0,928.0,49.0,0.0
61536,47.0,0.0,2.0,11.0,1.0,3.0,7.0,2.0,1.0,1.0,2846.0,25.0,3.0,18.0,4.0,741.0,829.0,68.0,0.0
61537,74.0,0.0,3.0,9.0,7.0,3.0,8.0,1.0,3.0,4.0,2611.0,132.0,48.0,67.0,12.0,679.0,793.0,71.0,0.0
61539,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,224.0,53.0,4.0,27.0,20.0,675.0,836.0,179.0,0.0
61540,86.0,1.0,5.0,6.0,4.0,6.0,12.0,4.0,5.0,5.0,2671.0,121.0,33.0,60.0,31.0,742.0,862.0,57.0,2.0
61541,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,110.0,232.0,109.0,107.0,10.0,715.0,834.0,111.0,0.0
61542,65.0,0.0,5.0,10.0,7.0,0.0,9.0,2.0,1.0,4.0,3570.0,110.0,23.0,59.0,30.0,767.0,848.0,80.0,3.0
61543,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,82.0,38.0,42.0,0.0,742.0,883.0,42.0,0.0
61544,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,569.0,127.0,60.0,64.0,0.0,781.0,863.0,93.0,3.0
61545,10.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,728.0,33.0,19.0,13.0,0.0,749.0,796.0,75.0,0.0
61546,53.0,3.0,0.0,10.0,3.0,0.0,5.0,0.0,4.0,5.0,3756.0,74.0,18.0,50.0,5.0,760.0,847.0,84.0,1.0
61547,41.0,0.0,0.0,10.0,0.0,6.0,6.0,1.0,1.0,1.0,4168.0,20.0,2.0,12.0,5.0,675.0,771.0,42.0,0.0
61548,169.0,0.0,7.0,34.0,15.0,6.0,28.0,4.0,6.0,9.0,12141.0,55.0,30.0,17.0,4.0,660.0,760.0,46.0,0.0
61550,568.0,1.0,16.0,65.0,77.0,36.0,79.0,15.0,27.0,32.0,17664.0,40.0,7.0,23.0,7.0,696.0,790.0,87.0,0.0
61552,25.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,652.0,649.0,0.0,0.0
61553,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,200.0,34.0,101.0,59.0,760.0,824.0,125.0,5.0
61554,806.0,0.0,37.0,57.0,108.0,36.0,116.0,20.0,24.0,15.0,42117.0,122.0,37.0,73.0,10.0,693.0,793.0,99.0,1.0
61559,63.0,2.0,1.0,9.0,3.0,3.0,9.0,0.0,7.0,5.0,3118.0,90.0,25.0,50.0,11.0,698.0,763.0,53.0,1.0
61560,11.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,501.0,122.0,0.0,90.0,36.0,903.0,988.0,135.0,24.0
61561,74.0,0.0,1.0,10.0,5.0,3.0,10.0,2.0,6.0,5.0,2680.0,23.0,3.0,12.0,8.0,711.0,825.0,57.0,1.0
61563,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.0,78.0,15.0,60.0,1.0,746.0,824.0,75.0,0.0
61564,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1061.0,136.0,72.0,48.0,12.0,624.0,732.0,57.0,0.0
61565,11.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,3.0,1486.0,88.0,15.0,63.0,8.0,780.0,849.0,88.0,0.0
61567,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,123.0,52.0,48.0,22.0,733.0,798.0,36.0,0.0
61568,116.0,0.0,0.0,24.0,6.0,4.0,26.0,2.0,5.0,4.0,4095.0,45.0,17.0,17.0,8.0,637.0,736.0,55.0,0.0
61569,10.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1138.0,66.0,19.0,46.0,0.0,742.0,802.0,14.0,0.0
61570,31.0,0.0,0.0,7.0,1.0,3.0,2.0,0.0,1.0,2.0,1772.0,120.0,41.0,67.0,10.0,658.0,782.0,83.0,0.0
61571,402.0,2.0,10.0,60.0,34.0,13.0,53.0,20.0,9.0,16.0,24738.0,56.0,15.0,35.0,5.0,688.0,779.0,53.0,2.0
61572,13.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1101.0,152.0,28.0,114.0,9.0,733.0,843.0,70.0,1.0
61602,504.0,0.0,26.0,18.0,33.0,19.0,187.0,18.0,29.0,16.0,880.0,513.0,7.0,492.0,15.0,915.0,999.0,174.0,4.0
61603,318.0,0.0,4.0,22.0,51.0,11.0,40.0,19.0,18.0,7.0,16500.0,314.0,128.0,170.0,12.0,598.0,738.0,116.0,3.0
61604,504.0,0.0,18.0,38.0,54.0,18.0,60.0,19.0,12.0,10.0,30012.0,217.0,74.0,117.0,24.0,706.0,809.0,122.0,4.0
61605,152.0,0.0,4.0,11.0,30.0,1.0,7.0,7.0,9.0,3.0,16219.0,482.0,197.0,251.0,30.0,585.0,709.0,60.0,3.0
61606,129.0,0.0,1.0,2.0,12.0,3.0,28.0,4.0,4.0,2.0,6185.0,398.0,36.0,361.0,4.0,422.0,853.0,148.0,5.0
61607,281.0,0.0,9.0,34.0,12.0,16.0,31.0,10.0,15.0,28.0,11194.0,86.0,31.0,43.0,10.0,733.0,815.0,89.0,0.0
61610,59.0,0.0,1.0,6.0,5.0,0.0,4.0,1.0,4.0,2.0,5663.0,117.0,21.0,86.0,8.0,689.0,860.0,80.0,2.0
61611,691.0,0.0,24.0,81.0,42.0,28.0,73.0,29.0,41.0,22.0,24963.0,93.0,24.0,56.0,10.0,751.0,848.0,106.0,1.0
61614,978.0,1.0,22.0,33.0,216.0,13.0,178.0,51.0,22.0,4.0,28453.0,98.0,25.0,62.0,9.0,740.0,826.0,129.0,1.0
61615,865.0,1.0,37.0,59.0,79.0,19.0,148.0,36.0,72.0,10.0,23048.0,95.0,16.0,65.0,12.0,709.0,808.0,119.0,1.0
61616,143.0,0.0,7.0,13.0,12.0,5.0,28.0,3.0,4.0,2.0,5884.0,135.0,42.0,82.0,6.0,745.0,838.0,175.0,3.0
61625,9.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,1052.0,0.0,1068.0,0.0,0.0,1008.0,0.0,0.0
61701,1166.0,1.0,27.0,92.0,122.0,29.0,184.0,57.0,42.0,21.0,34042.0,227.0,56.0,152.0,14.0,685.0,822.0,159.0,4.0
61704,989.0,2.0,38.0,79.0,123.0,11.0,205.0,53.0,48.0,18.0,37116.0,52.0,11.0,33.0,6.0,667.0,794.0,99.0,1.0
61705,123.0,0.0,5.0,14.0,3.0,3.0,20.0,6.0,10.0,3.0,13456.0,94.0,38.0,49.0,6.0,644.0,747.0,64.0,0.0
61720,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,186.0,136.0,62.0,60.0,11.0,651.0,669.0,138.0,0.0
61721,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,652.0,67.0,31.0,36.0,0.0,696.0,799.0,67.0,0.0
61722,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,422.0,63.0,14.0,37.0,11.0,686.0,817.0,100.0,0.0
61723,38.0,0.0,1.0,8.0,1.0,0.0,5.0,2.0,6.0,0.0,1991.0,130.0,69.0,45.0,12.0,710.0,786.0,92.0,1.0
61724,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,626.0,157.0,39.0,47.0,73.0,658.0,780.0,52.0,0.0
61725,32.0,1.0,0.0,4.0,0.0,3.0,3.0,0.0,2.0,2.0,1646.0,51.0,7.0,34.0,8.0,667.0,821.0,45.0,0.0
61726,50.0,0.0,0.0,3.0,1.0,3.0,7.0,0.0,3.0,7.0,2444.0,109.0,30.0,63.0,14.0,742.0,833.0,88.0,0.0
61727,253.0,0.0,11.0,26.0,25.0,9.0,35.0,10.0,14.0,9.0,9911.0,134.0,48.0,77.0,5.0,704.0,797.0,81.0,6.0
61728,27.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,2.0,5.0,1302.0,110.0,44.0,63.0,2.0,669.0,799.0,67.0,7.0
61729,33.0,0.0,0.0,13.0,1.0,3.0,3.0,0.0,3.0,0.0,1108.0,22.0,2.0,13.0,7.0,638.0,789.0,27.0,0.0
61730,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,291.0,81.0,3.0,63.0,14.0,819.0,860.0,151.0,0.0
61731,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,143.0,0.0,0.0,0.0,0.0,691.0,852.0,75.0,0.0
61732,30.0,0.0,2.0,8.0,1.0,0.0,4.0,0.0,3.0,0.0,2123.0,22.0,6.0,14.0,1.0,666.0,774.0,80.0,0.0
61733,21.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,2.0,0.0,1006.0,29.0,0.0,28.0,1.0,680.0,778.0,42.0,2.0
61734,42.0,1.0,1.0,6.0,2.0,0.0,6.0,0.0,3.0,3.0,2885.0,88.0,21.0,45.0,23.0,680.0,807.0,69.0,1.0
61735,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,532.0,141.0,23.0,81.0,40.0,749.0,807.0,21.0,0.0
61736,24.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,2.0,2.0,1789.0,40.0,10.0,28.0,0.0,679.0,768.0,62.0,0.0
61737,11.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,644.0,80.0,28.0,47.0,4.0,602.0,792.0,67.0,0.0
61738,108.0,1.0,5.0,10.0,7.0,4.0,15.0,1.0,4.0,7.0,4511.0,129.0,49.0,72.0,2.0,626.0,737.0,64.0,0.0
61739,184.0,2.0,10.0,28.0,15.0,17.0,25.0,3.0,6.0,8.0,4728.0,94.0,30.0,61.0,2.0,662.0,795.0,78.0,5.0
61740,30.0,0.0,1.0,4.0,6.0,1.0,2.0,0.0,4.0,3.0,1565.0,98.0,35.0,55.0,7.0,741.0,808.0,75.0,7.0
61741,66.0,0.0,2.0,18.0,1.0,10.0,1.0,2.0,6.0,11.0,1610.0,118.0,39.0,68.0,10.0,627.0,738.0,53.0,7.0
61742,42.0,0.0,2.0,12.0,0.0,4.0,2.0,1.0,5.0,2.0,1260.0,36.0,4.0,35.0,0.0,644.0,796.0,69.0,0.0
61743,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,208.0,60.0,19.0,28.0,9.0,745.0,809.0,96.0,0.0
61744,41.0,0.0,0.0,6.0,4.0,4.0,5.0,0.0,4.0,4.0,1878.0,36.0,3.0,9.0,27.0,708.0,805.0,47.0,0.0
61745,63.0,0.0,0.0,16.0,2.0,1.0,4.0,1.0,3.0,6.0,4377.0,88.0,32.0,51.0,4.0,672.0,778.0,49.0,0.0
61747,34.0,0.0,0.0,7.0,6.0,0.0,2.0,1.0,3.0,2.0,1282.0,53.0,6.0,26.0,22.0,710.0,793.0,62.0,0.0
61748,36.0,1.0,3.0,9.0,0.0,1.0,3.0,2.0,5.0,0.0,2796.0,43.0,15.0,20.0,5.0,700.0,782.0,51.0,1.0
61749,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,513.0,100.0,27.0,65.0,7.0,813.0,915.0,96.0,0.0
61750,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,710.0,776.0,270.0,0.0
61751,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,129.0,15.0,0.0,15.0,0.0,692.0,779.0,43.0,0.0
