zcta,HouseCount,HouseMedianIncome,House0to10K,House10to15K,House15to25K,JobCount
61460,140,44545,0,6.4,6.4,6
61462,4418,42767,7.3,4.8,12.3,516
61465,523,67917,1.9,9.2,6.5,32
61466,148,58750,7.4,0.7,5.4,8
61467,400,72000,2.3,1.5,8.8,26
61468,26,-,0,0,0,4
61469,938,43036,2.5,6.8,12,56
61470,173,48068,7.5,9.2,13.9,22
61471,38,58750,0,0,5.3,6
61472,232,70658,2.6,0.9,4.7,16
61473,642,42357,3.6,3.3,11.7,90
61474,94,47273,3.2,4.3,9.6,10
61475,87,62321,0,3.4,2.3,12
61476,173,47578,5.8,6.9,6.4,18
61477,266,45500,4.9,18,7.5,2
61478,123,82625,8.1,5.7,0,16
61479,41,-,0,22,24.4,10
61480,521,46063,2.5,4.6,11.5,72
61482,283,50852,5.3,4.9,19.1,20
61483,883,53125,5.4,3.2,9.6,80
61484,321,45694,5.9,2.5,20.2,24
61485,234,50500,4.3,1.7,7.3,30
61486,569,68092,2.3,0.5,7.4,48
61488,449,52031,8.7,2.2,11.4,30
61489,384,50833,8.3,4.9,11.5,38
61490,499,61250,3.4,3.4,7.4,66
61491,842,51625,6.4,6.8,8.3,108
61501,671,36445,10.9,7,17.3,78
61516,309,64438,1.9,1.9,9.4,26
61517,1302,85208,0.7,1.4,3,124
61519,106,46667,5.7,9.4,17,4
61520,6450,46382,8.1,5.7,13,662
61523,4569,58546,3.2,5.2,8.9,330
61524,123,47875,7.3,6.5,16.3,6
61525,3146,110595,2,0.3,3.2,172
61526,298,106786,0,7,3.7,28
61528,1110,92619,0,0.7,9.5,76
61529,1051,67938,2.7,4.5,9.6,104
61530,2542,58936,6.4,2.1,8.9,354
61531,1344,56176,7.1,4.7,12.7,132
61532,250,43854,2.4,1.6,19.6,12
61533,942,59300,6.1,1.7,12,48
61534,724,54844,3.3,1,5.2,44
61535,522,103750,2.3,0,10,42
61536,1166,67222,3.6,2.8,10.5,94
61537,1131,53164,6.9,5.7,13.1,146
61539,105,45417,7.6,1,5.7,6
61540,1118,54569,5,8,5.8,172
61541,52,31500,7.7,13.5,11.5,10
61542,1480,56250,5.7,4.3,8.2,130
61543,61,44375,0,13.1,9.8,2
61544,254,45000,4.3,7.1,11.4,16
61545,296,64706,0,0,16.9,20
61546,1653,60844,4,2.8,9.8,104
61547,1554,91625,1.2,1.5,3.9,82
61548,4360,83208,1.9,2.7,5.6,332
61550,7393,76634,2.8,1.3,6.5,1114
61552,74,32143,9.5,0,23,48
61553,86,39000,16.3,10.5,8.1,8
61554,17263,53154,5.4,3.8,9.5,4632
61559,1117,59911,2.3,1.3,6.2,128
61560,271,70521,6.3,0,11.4,22
61561,1037,54341,0.6,1.4,6.7,146
61562,0,-,-,-,-,8
61563,221,42578,6.8,8.1,14.5,4
61564,373,47946,5.9,1.3,7.2,20
61565,640,56328,4.5,2.3,6.9,22
61567,251,37656,4.4,0,17.1,8
61568,1422,74359,2.1,3.4,4.9,226
61569,437,64931,2.3,1.8,6.6,20
61570,628,55513,4.1,0.5,5.9,60
61571,9963,69298,3,3.8,7,786
61572,493,56950,6.9,3.2,6.5,26
61602,617,20707,40.5,5.5,8.3,10076
61603,6395,31785,15.9,6.7,18.9,2360
61604,12736,44943,9.6,4.6,11.9,1968
61605,5786,21730,23.6,10.3,22.8,580
61606,2153,43304,16.7,8.9,6.4,250
61607,4504,59637,2.7,1.2,8.8,1092
61610,2194,47779,5.5,4.4,8.8,116
61611,10924,55536,4.4,3.5,9.3,2700
61614,12714,60264,5.4,2.5,9.5,6976
61615,10014,68789,6.1,4.4,7,3380
61616,2726,45932,5.7,3.3,11.8,278
61625,5,-,100,0,0,18
61701,15182,43841,11.6,6.7,11.9,8632
61704,14499,87051,4.3,2.8,4.6,5784
61705,4641,105377,3.3,2.1,5.3,240
61720,63,56250,0,7.9,6.3,14
61721,252,69250,1.2,1.2,6,24
61722,194,54091,5.7,1.5,9.3,10
61723,1001,57708,3.8,4.2,7,74
61724,213,53021,8.5,3.8,8.9,10
61725,561,83008,4.5,1.2,4.1,64
61726,1061,59046,6.1,1.9,9.4,98
61727,4028,55916,7.5,4.7,7.1,496
61728,447,57458,2.5,3.8,10.3,56
61729,417,74141,1.9,0.7,12.5,66
61730,156,59875,2.6,3.8,7.1,20
61731,62,110833,0,0,0,16
61732,780,80750,1.9,0.8,4.4,58
61733,362,69000,0.6,3.6,10.8,42
61734,1094,56607,3.9,3.1,6.3,82
61735,204,53333,8.8,7.4,13.7,10
61736,632,87500,1.6,1.1,1.9,50
61737,212,70000,1.4,1.9,4.2,22
61738,1554,67750,2.1,5.7,8.4,210
61739,1930,49688,5.5,7.2,13.6,358
61740,661,50885,5.4,5,7.1,60
61741,598,66923,3.2,5.4,10.5,132
61742,448,97500,1.8,0.9,3.1,84
61743,81,65972,1.2,2.5,18.5,8
61744,705,71250,5.1,4.1,7.5,82
61745,1596,78235,4.8,3,9.2,124
61747,593,75313,3,0,6.7,68
61748,1093,79408,2.6,2.1,5.6,72
61749,231,54226,1.3,5.6,6.9,6
61750,73,55707,0,0,21.9,4
61751,56,62000,0,0,14.3,2
61752,1741,67361,5,4.7,4,168
61753,1158,75682,5,1.2,4.8,104
61754,461,68011,4.6,5,4.8,52
61755,1837,77656,2.8,1,8.1,140
61756,878,64697,1.6,3.9,9.7,80
61759,625,53917,4,3.8,6.7,82
61760,1008,58750,4.6,1.5,5,112
61761,19461,56461,10.7,5.1,9.1,4818
61764,5230,50859,7.3,3.8,14.1,654
61769,242,67656,3.7,0.8,11.6,20
61770,452,61250,3.5,0.7,7.5,42
61771,329,67670,3.6,1.5,10.6,14
61772,95,52083,0,0,9.5,4
61773,195,48958,5.6,6.7,7.7,14
61774,398,71417,3,2.5,1.8,16
61775,125,66250,0.8,0.8,0.8,12
61776,572,83750,1.6,0.5,2.6,44
61777,327,53750,1.8,1.2,13.5,44
61778,275,56458,2.5,0.4,8.7,20
61801,11260,30540,25.4,6.7,12,1604
61802,8384,44719,9.4,6.6,11.5,688
61810,128,51250,4.7,3.1,18,8
61811,195,51964,1.5,8.7,6.2,6
61812,175,56875,6.3,1.7,1.7,8
61813,762,54531,2,2.2,7.5,72
61814,427,60288,7,7.3,8.7,20
61815,108,59375,10.2,5.6,1.9,14
61816,193,61875,5.7,8.3,5.2,10
61817,1084,53944,3,1.2,8.5,44
61818,604,55250,3,4.3,10.3,48
61820,13998,22762,31.1,7.1,14.8,7404
61821,13265,53083,8.6,4.3,11,2300
61822,9848,82842,4.2,1.3,5.1,1100
61830,151,51458,2,1.3,6.6,22
61832,14408,37404,12.5,6.7,14.3,1608
61833,963,40839,10.3,2.5,16.5,118
61834,2723,61250,3.2,3.3,8.7,280
61839,287,60536,3.8,7.3,12.5,14
61840,336,61486,3.3,0,5.4,24
61841,520,56705,9.4,2.5,6.2,46
61842,1197,52898,7.7,6.2,8,150
61843,884,58676,0,4,9.2,86
61844,361,65446,2.8,4.4,9.7,22
61845,148,71667,0,0,3.4,12
61846,2064,42925,5.8,4.8,14.5,96
61847,466,72692,6.2,1.3,4.9,48
61848,88,60833,9.1,0,5.7,6
61849,737,64950,2.3,4.6,6.5,56
61850,189,51964,0,1.6,11.1,8
61851,144,61094,6.9,1.4,8.3,22
61852,79,44219,6.3,3.8,17.7,6
61853,5116,83875,6.4,1.4,2.9,430
61854,511,57656,3.7,4.5,5.9,48
61855,43,-,0,0,55.8,6
61856,3056,78199,1.4,3.1,2.8,364
61857,110,31875,8.2,0,32.7,4
61858,1242,57917,3.9,5.2,9.7,78
61859,466,66071,1.5,2.4,7.1,52
61862,187,67868,2.1,2.7,11.8,16
61863,304,71000,0.7,0,5.3,10
61864,613,78523,1,2.8,2.3,50
61865,542,53026,6.5,2.6,6.5,30
61866,5426,44954,12.6,3.7,11.6,464
61870,512,49250,10,1.6,9,22
61871,133,70781,2.3,0,9.8,28
61872,355,70938,11.8,0.8,6.2,22
61873,2454,84557,3.5,3.9,6.8,176
61874,3386,64615,9.3,6.6,9.7,270
61875,335,76641,0,7.2,8.7,36
61876,306,42000,10.8,2,12.4,24
61877,747,67734,0.5,1.3,7.4,46
61878,647,52098,2.3,2.6,9,36
61880,1329,77448,7.4,3.2,4.2,102
61882,322,55341,6.2,3.4,9.3,24
61883,1694,44342,10,4.6,13.6,84
61884,488,86875,0,0,1.6,28
61910,1478,52454,4.5,3,9.7,282
61911,1596,56667,5.3,6,8.1,390
61912,558,60000,5,3.9,12,42
61913,615,46917,3.7,6.5,13.5,44
61914,807,52679,2.6,3.2,10.2,40
61917,287,66161,6.3,7.3,3.5,16
61919,382,63269,2.9,3.1,5.2,20
61920,9398,37347,13.6,11.1,13.9,1016
61924,1007,60938,9.1,2.7,7.1,70
61925,239,59813,0.8,3.8,2.1,18
61928,354,36633,1.1,13.8,17.8,14
61929,290,45000,11.7,1.4,3.8,18
61930,249,52917,0.8,4,10.4,24
61931,468,53750,9.4,4.3,3.4,28
61932,196,41667,7.1,5.6,14.8,10
61933,457,39792,6.6,11.8,10.5,32
61936,100,43542,9,0,0,16
61937,839,56964,6.4,4.2,3.9,68
61938,9111,44332,7.1,7.5,14,1182
61940,114,50000,1.8,9.6,12.3,8
61942,526,51477,7.4,9.3,9.5,44
61943,684,51023,4.4,6.7,16.5,68
61944,5243,45826,10.6,5.6,11.8,566
61949,79,51375,3.8,3.8,5.1,4
61951,3265,51740,4.3,5.7,14.5,406
61953,2523,50874,5.8,9,13.3,420
61955,77,49063,0,10.4,11.7,2
61956,1088,56379,3.4,4.3,7.2,84
61957,802,53421,6.6,7.5,12.6,38
62001,643,71495,1.7,3.7,9.8,46
62002,13439,42464,10.1,8.3,12.9,1610
62006,209,63021,4.3,6.2,5.3,20
62009,695,39850,5.9,7.3,17,42
62010,4529,64880,5.1,3.2,10.3,328
62011,76,47000,0,0,17.1,8
62012,2540,70478,3.1,1.7,5.8,178
62013,212,55000,10.8,8,1.4,30
62014,1609,60361,4.2,4.7,9.9,118
62015,208,42083,3.8,6.7,5.3,12
62016,1407,49406,5.8,6.8,9.5,156
62017,440,37826,6.1,3,23,36
62018,1270,46883,8.1,4.6,16.2,64
62019,177,38906,13,2.8,5.1,8
62021,426,73333,0,6.8,5.4,20
62022,449,56054,4.9,0,14.3,26
62023,41,50313,0,0,9.8,2
62024,4315,51611,7,2.9,12,400
62025,12024,76407,3.4,3.3,6.2,3956
62027,225,62083,5.8,1.8,12.4,16
62028,272,70735,2.9,0,11.4,10
62031,335,47656,0,11.3,12.2,20
62032,267,38438,9.7,3.7,16.9,28
62033,1958,42443,10,7.3,13.4,164
62034,5476,80928,4.1,1.5,7.2,564
62035,6744,64763,3.4,2.3,6.5,578
62036,348,61250,5.7,1.4,9.2,18
62037,868,51071,10.6,7.1,9.9,88
62040,17916,48582,8.1,6.6,10.8,1512
62044,821,47479,7.8,6.8,11.2,92
62045,127,48542,4.7,0,15.7,4
62046,278,68056,2.9,0,8.3,66
62047,620,53026,6,10,10.6,76
62048,684,45909,4.1,5.1,13.3,84
62049,2403,50445,4.6,6.9,13.6,330
62050,169,34485,4.1,17.8,5.9,8
62051,356,46786,9.6,6.7,12.9,24
62052,5036,51779,6.7,4.7,13.2,606
62053,195,38375,22.6,4.6,17.9,16
62054,296,52917,5.4,3.7,8.1,8
62056,3971,47392,9.6,5.4,12.4,582
62058,364,43750,3.3,11,7.1,12
62059,275,16131,26.5,20,18.2,10
62060,1956,24626,21.9,8.9,20.3,170
62061,757,70437,2.5,4.1,8.7,70
62062,3321,83772,5.6,4.8,7.3,466
62063,472,58929,5.1,1.3,16.1,28
62065,52,-,0,21.2,0,4
62067,1067,61433,3.8,1.5,5.6,38
62069,1303,56302,5,3,11.6,98
62070,36,-,72.2,0,0,2
62074,474,81000,3.2,0.8,4.4,20
62075,1400,53333,5.2,7.2,14.1,152
62076,54,45000,0,1.9,16.7,6
62077,123,41250,2.4,12.2,8.1,4
62078,32,42500,12.5,0,25,2
62079,89,-,22.5,0,38.2,6
62080,1000,38700,6.7,9.8,11.8,62
62081,143,45250,6.3,5.6,23.1,6
62082,1020,37692,11.7,7.3,13.4,54
62083,112,56250,0,0,0,8
62084,674,45341,6.8,5,14.8,74
62086,616,45625,11.4,2.9,15.9,26
62087,798,41250,8,3.6,18.5,68
62088,2942,44978,4.4,6.5,16.1,232
62089,178,42955,7.9,1.1,20.8,18
62090,481,22325,21.8,2.1,28.9,28
62091,115,81250,0,5.2,0,10
62092,1132,39196,10.3,8.7,13.1,96
62093,185,27188,15.1,1.1,24.3,2
62094,421,47404,8.3,6.4,15.7,26
62095,4469,43704,7.2,7.3,11.7,512
62097,1078,78936,2.9,2.8,9.4,50
62098,25,26250,0,0,20,2
62201,2618,15089,36,13.8,14.7,1080
62203,2742,31909,9,7,22.4,108
62204,3385,17180,34.9,12,15.9,74
62205,3581,23536,20.2,11,22.3,232
62206,5564,29947,15.6,8.8,17.9,432
62207,3344,17139,29,12,22.5,138
62208,6995,64527,4.3,2.3,7.4,1272
62214,525,60893,1.3,1.1,9.7,38
62215,610,65500,2.8,2.8,9.7,84
62216,1033,82731,3.2,3.6,4.3,114
62217,341,40489,5.3,10.9,7.6,22
62218,603,98884,4.8,2,5.3,80
62219,412,41087,6.6,8.5,9.7,38
62220,7747,50526,5.8,6.4,8.2,2132
62221,11746,59562,7.3,3.4,8.3,838
62223,7038,54686,7.4,4,9,678
62225,1367,55720,7.3,0,4.8,196
62226,12235,53013,6.7,6.1,12,1442
62230,2607,69673,4.2,1.7,8.7,436
62231,2926,56364,7.8,2.9,10.1,732
62232,2634,49387,6.7,4.4,14.3,246
62233,2650,45661,7.5,5.1,11.8,556
62234,13260,54091,7.2,5.1,9.6,1326
62236,5159,89063,2.1,2.6,7.6,708
62237,976,51111,6.9,4.5,12.6,74
62238,243,43594,3.7,10.7,13.2,18
62239,1995,45597,8.2,5.2,7.8,124
62240,570,42700,7.2,12.3,9.5,32
62241,438,56771,3.9,1.8,6.6,12
62242,499,51458,6.4,2.2,10.4,52
62243,2311,77904,3.9,1.7,7.7,280
62244,464,69803,6.7,3,3,40
62245,704,63370,4.1,4.1,5.4,88
62246,3224,58532,6.8,2.3,11,470
62248,137,47083,8.8,0,13.1,20
62249,6125,62677,4.2,4.9,9.2,896
62250,197,38750,0,6.6,14.7,20
62253,266,32500,13.5,3.8,15,30
62254,2413,63894,8,5.6,9.7,240
62255,405,62847,2,1.2,3.7,22
62257,1156,48542,5.6,6.1,11.1,104
62258,3299,76194,3.6,1.9,5,328
62260,2781,72288,3.8,2.4,10.3,318
62261,63,45795,0,0,0,4
62262,696,37222,9.8,6.8,19.7,38
62263,2110,47467,6.4,3.7,11.8,426
62264,1407,62330,5.5,2.9,9.7,92
62265,1747,76156,3.3,3.1,3.3,154
62266,52,-,0,0,0,4
62268,262,70000,4.6,0.8,6.9,24
62269,11703,80179,4.3,3.7,6,1526
62271,867,60938,1.5,4.5,8.4,108
62272,641,42853,1.2,5.8,11.9,48
62273,137,-,16.1,4.4,14.6,12
62274,2542,42785,13.1,4.5,10.3,292
62275,1436,64583,2.3,4.2,9.8,90
62277,567,51995,7.1,4.8,4.9,30
62278,2517,60651,1.1,6.6,7.3,398
62279,6,-,0,100,0,2
62280,163,82386,0,0.6,0.6,8
62281,919,95532,3.4,1.5,2.1,90
62282,178,62500,0.6,1.1,14,34
62284,248,49000,14.1,4.8,2.8,14
62285,1657,71688,0.4,2.5,5.3,122
62286,2686,48539,5,6.7,12.2,330
62288,1206,58824,4.9,3.4,7.7,150
62289,129,43068,8.5,0.8,17.1,12
62292,356,37614,13.8,12.4,12.6,8
62293,1732,69635,3,3,5.7,186
62294,5183,79851,3,2.4,3.4,502
62295,545,81607,3.5,2.8,5.7,32
62297,139,62031,0,0,11.5,6
62298,6683,71301,3.2,3.5,6.8,782
62301,13905,38466,8.4,8.3,14.1,4356
62305,7844,62211,5,4.3,6.2,904
62311,295,61094,2,8.5,8.5,48
62312,911,41903,5.3,3.4,12.1,80
62313,159,53523,2.5,1.3,12.6,14
62314,244,37500,7.4,12.7,7.4,10
62316,210,55938,8.1,4.8,4.8,24
62319,110,34722,6.4,0,19.1,4
62320,792,51604,1.6,4.7,16.9,106
62321,1690,51961,5.3,5.1,10.1,254
62323,99,50938,4,0,6.1,6
62324,459,39625,13.3,3.3,20.7,30
62325,196,53929,1,7.7,9.7,14
62326,964,44756,5.3,5,8.6,72
62330,798,47714,3.9,3.9,13,104
62334,61,30938,6.6,1.6,23,10
62336,9,38750,0,22.2,11.1,4
62338,477,62375,4,0,6.5,20
62339,359,49107,4.2,8.1,10.6,54
62340,665,49922,7.5,6.3,11.4,74
62341,1443,52558,3.3,3.3,10.2,124
62343,302,43878,1.7,5.6,23.8,18
62344,21,78625,0,0,0,6
62345,178,50833,5.6,1.7,23,6
62346,81,52813,1.2,2.5,0,4
62347,777,64861,1.7,2.8,9.1,82
62348,69,58224,0,1.4,7.2,2
62349,233,50865,3,6.9,6.9,4
62351,719,66250,1.8,6.1,10.4,52
62352,102,42500,6.9,7.8,22.5,10
62353,1527,54375,4.2,9.7,10,190
62354,642,50726,4.2,1.1,13.1,88
62355,366,41375,15,8.7,10.4,20
62356,175,35417,5.7,15.4,18.9,12
62357,133,21734,9,6,49.6,2
62358,297,56406,4.7,2.7,1.7,12
62359,87,48750,0,0,10.3,8
62360,662,55185,1.8,2.7,12.4,46
62361,163,44063,4.9,10.4,10.4,12
62362,156,32222,3.2,12.8,25,10
62363,2564,39708,8.4,5.5,11.7,382
62365,240,49286,7.1,3.3,15.4,12
62366,649,43942,9.4,10.8,11.6,58
62367,379,38393,9.8,8.4,15.3,28
62370,163,39338,12.3,10.4,0,22
62373,105,66250,0,8.6,7.6,4
62374,159,30125,4.4,2.5,35.8,8
62375,113,96719,0,1.8,1.8,10
62376,467,47708,4.3,1.7,7.5,40
62378,410,56250,3.9,2,10,12
62379,742,51983,9.3,5.1,10.2,44
62380,105,-,9.5,0,3.8,2
62401,7623,50290,4.8,5.6,11.5,1698
62410,408,59286,3.9,5.4,9.3,16
62411,1655,53144,5.5,3,9.1,238
62413,152,65714,4.6,5.9,10.5,6
62414,735,40547,7.5,12.2,13.9,64
62417,1294,47296,2.9,3,14.1,76
62418,714,52115,1.5,2.8,14.7,54
62419,133,47917,0.8,9.8,0,2
62420,2046,45758,4.8,6.9,12.2,248
62421,202,68958,1.5,1.5,9.4,20
62422,444,38214,14,6.8,10.4,40
62423,244,69444,11.1,0,14.8,4
62424,847,60924,2.4,2.5,10.2,94
62425,228,51125,0,9.6,9.6,18
62426,334,40000,1.8,0,11.1,22
62427,680,60588,3.5,3.2,3.2,44
62428,1131,43512,7.8,8.9,12.3,108
62431,422,40167,12.8,5.5,15.2,26
62432,172,50556,0.6,2.9,13.4,20
62433,401,46827,5.2,5.5,9,22
62434,162,50000,3.7,0,6.2,14
62436,256,43676,8.6,5.9,16.4,6
62438,120,43438,6.7,0,17.5,8
62439,3339,42714,6.7,4.5,13.1,332
62440,506,58625,3,9.7,6.1,48
62441,2880,55246,5.3,4.7,10.1,296
62442,1216,51188,4,6.2,11.7,74
62443,613,53750,8.3,1.6,13.1,38
62444,129,41528,20.9,0,7.8,12
62445,432,64464,4.4,1.2,10.2,34
62446,160,68125,3.1,0.6,6.3,28
62447,1517,47533,7.6,5.4,13.1,92
62448,2225,51675,9.7,7,10.2,342
62449,1313,43598,7.5,4.2,14.5,112
62450,5150,43484,9.8,6.9,12,798
62451,914,43295,4.5,5.8,19.3,60
62452,136,37432,3.7,0.7,10.3,10
62454,4235,47566,6.1,5.3,12.7,1160
62458,790,42308,5.3,7.6,11.9,118
62459,125,44375,12,5.6,8,22
62460,498,40658,5.8,6.8,19.3,24
62461,304,63000,4.6,3.9,4.6,34
62462,343,46450,0.9,8.5,13.4,56
62463,500,53438,5.4,6.4,15.2,46
62465,370,70833,2.7,0.5,10,26
62466,1136,45476,5.2,5.2,15,84
62467,1397,80545,0.8,2.5,4.4,212
62468,1077,59327,8,5.2,6.3,122
62469,209,71648,0,4.3,3.8,10
62471,3245,47013,6.4,6.4,14.1,1132
62473,568,61875,5.3,6.2,8.6,30
62474,395,56103,0.8,4.6,6.3,26
62475,175,60402,0,16.6,0,14
62476,710,48000,5.1,4.8,11.1,56
62477,364,52813,3.3,7.1,9.6,30
62478,143,64219,7.7,0,12.6,12
62479,299,63487,4,3.3,3.7,16
62480,207,40114,9.2,10.1,6.3,14
62481,177,63566,6.2,2.8,6.8,6
62501,1141,76164,3.6,2.6,4.2,92
62510,747,45938,11.9,4.3,11.4,72
62512,162,59464,0,0,9.3,18
62513,623,51292,7.7,4.3,10.1,58
62514,96,78500,16.7,4.2,11.5,4
62515,409,57361,7.8,4.2,6.4,28
62517,73,38438,8.2,0,26,4
62518,127,53355,0,4.7,20.5,10
62519,52,64167,0,0,0,2
62520,680,76500,1.9,3.8,7.9,42
62521,14808,53892,7.1,4.9,10.7,1232
62522,6160,44325,9.8,7.3,14.7,448
62523,460,11091,44.8,22.8,20.7,896
62526,14256,39932,11.8,7.5,13.5,3404
62530,693,63419,2.2,2.7,5.9,48
62531,770,67500,3.9,6.5,5.6,40
62532,60,56250,0,0,25,12
62533,380,52250,9.5,1.8,15.8,56
62534,569,53315,4.4,8.4,14.8,30
62535,1259,79205,1.2,0.6,6.4,300
62536,349,82981,4.3,0,12.3,34
62537,31,-,35.5,0,0,12
62538,144,45909,2.1,3.5,9.7,10
62539,539,68102,3.9,3,8,30
62540,666,43600,7.2,7.2,12.5,32
62541,23,-,0,0,34.8,2
62543,219,52250,8.2,2.7,13.2,14
62544,647,66161,2.8,1.4,5.6,58
62545,483,64732,8.3,3.1,10.1,38
62546,584,60000,3.3,1.4,7.5,76
62547,329,65139,4.6,1.2,7.9,28
62548,1044,71458,2.3,2.4,5.9,90
62549,2412,69342,1.3,3.3,9,240
62550,1070,63013,4.1,4.1,8.6,104
62551,253,55662,2,7.5,13.8,14
62553,194,49868,3.1,5.2,6.2,10
62554,574,64643,6.4,2.8,5.4,32
62555,183,66250,0,3.8,4.4,14
62556,127,62625,0,4.7,12.6,2
62557,3103,47513,5.2,6.3,18.7,288
62558,1339,69330,3.8,1.6,7,130
62560,543,51917,7.9,3.1,7.9,92
62561,2179,62012,1.1,4.5,8.5,152
62563,2107,94303,2.5,0.9,5.8,224
62565,3215,44497,4.5,7,12.1,442
62567,453,54135,7.7,4.9,6.2,42
62568,6541,49079,7.6,4.6,11.1,774
62570,214,46250,7.9,7.9,9.8,6
62571,570,44655,8.4,6.1,10.9,18
62572,226,44375,6.2,3.5,11.5,6
62573,670,61563,2.1,2.2,9.1,40
62601,139,79531,10.8,12.9,2.2,22
62610,71,32813,18.3,2.8,25.4,8
62611,451,65313,1.6,1.3,11.8,38
62612,790,65568,4.2,3.2,5.2,74
62613,1561,68899,1.6,1.5,9.5,124
62615,2071,61657,2.5,2.3,9.6,156
62617,310,42083,13.5,1.6,17.7,10
62618,2952,43712,4.5,5.4,17.3,252
62621,484,50714,6.2,10.3,8.9,30
62622,19,-,0,0,0,2
62624,217,45250,1.4,0,1.4,4
62625,332,90500,4.5,0.3,12.3,12
62626,2897,56414,5.2,8.2,10.4,466
62627,424,52100,9.9,3.8,12.3,32
62628,340,56250,8.2,3.5,11.5,26
62629,5098,82118,2.9,1.1,3.9,414
62630,143,72250,2.1,0,2.1,20
62631,108,46375,7.4,7.4,9.3,8
62633,289,49821,3.1,3.5,6.9,24
62634,302,60833,5.3,2.6,5.6,36
62635,298,55000,3.4,5.7,14.4,24
62638,539,66181,3.7,1.7,10.8,40
62640,1529,60247,3.8,2.4,6.4,102
62642,633,60417,3.5,1.4,6.2,26
62643,238,60469,0.4,3.8,7.1,14
62644,2121,39563,5,8.1,11.4,252
62649,157,60341,0.6,2.5,17.2,16
62650,10590,47538,6.4,6.3,12.5,3948
62655,232,35000,11.2,12.5,16.4,16
62656,6951,55094,5.5,5,7.1,822
62661,604,59840,4.5,1.5,14.4,34
62663,119,40625,3.4,10.9,11.8,8
62664,1312,42234,4.5,5,10.8,108
62665,569,43917,8.1,4.4,9.7,50
62666,242,69706,1.2,5.4,8.7,12
62667,190,47500,8.9,4.7,16.8,28
62668,591,50156,0.8,11.2,13.7,34
62670,1195,68967,1.7,3.4,9.2,128
62671,229,57614,5.2,1.3,15.7,18
62673,195,69375,4.6,5.6,4.1,12
62674,602,53750,7.1,5,10.5,84
62675,2583,60564,9.3,4.7,10.5,488
62677,977,59675,3.4,1.8,6,82
62681,2148,46119,6.3,6.4,10,272
62682,404,66096,2.2,1.7,17.8,26
62684,1969,101319,3.1,0.7,11.2,192
62685,887,63550,10.3,2.5,5.5,58
62688,260,55833,8.5,3.1,8.5,20
62689,223,47031,1.3,5.8,15.2,16
62690,1641,56157,9.5,1,8.2,202
62691,871,52169,6.4,5.1,8.5,106
62692,852,48043,2.9,7.9,14.7,204
62693,578,88472,0.9,2.1,6.6,76
62694,1251,53080,8,4.2,8.5,110
62695,98,39500,7.1,11.2,7.1,10
62701,559,18618,21.3,23.3,12.9,3738
62702,15668,37536,11.2,8.6,16.2,14340
62703,12246,37851,12.8,8.2,14.9,10512
62704,18870,53550,6,4.3,10.3,22080
62707,3200,67775,3.4,3.1,6.2,474
62711,7138,102429,2.3,1.2,4.5,784
62712,4142,86360,3.3,2,3.7,360
62801,8670,40478,8.8,7.1,16.3,990
62803,397,54926,4.3,4.5,8.6,46
62806,1471,48717,5.2,4.6,13.1,178
62807,344,48500,11,4.9,10.2,18
62808,533,46103,0.9,8.3,12.9,48
62809,66,45714,3,0,10.6,2
62810,364,50208,7.1,4.1,11.8,16
62811,106,33333,10.4,4.7,24.5,4
62812,4618,41102,9,6.4,13.6,588
62814,761,50486,5.3,5,13.8,32
62815,143,62813,4.2,5.6,12.6,2
62816,542,41905,14.2,4.4,9.4,40
62817,230,34583,2.2,12.2,24.8,10
62818,108,49000,2.8,9.3,4.6,12
62819,178,31111,7.3,25.3,12.9,10
62820,57,71458,5.3,0,1.8,12
62821,3202,44607,8.4,6.7,9.8,988
62822,1267,33681,14.3,7.8,14,92
62823,760,49432,4.3,10.7,13.6,54
62824,688,48750,3.5,3.2,18.6,70
62825,74,45625,9.5,10.8,14.9,2
62827,591,46875,5.6,6.6,14.4,36
62828,573,53555,9.8,4.9,9.4,58
62830,554,47813,9.9,6,10.5,42
62831,206,48077,6.8,12.1,12.6,18
62832,3838,43361,11.4,5.6,16.2,426
62833,148,82857,0,0,10.8,4
62835,374,31500,14.2,11.8,15,36
62836,253,68750,7.5,0.4,6.3,8
62837,4015,44883,8.3,7,12,538
62838,659,40795,13.1,4.4,14.4,78
62839,2677,46173,8.2,9.9,10.7,444
62842,310,47308,4.5,6.8,11.9,10
62843,56,45278,8.9,14.3,7.1,2
62844,871,47063,7.1,3,14,114
62846,232,37500,6.9,5.6,24.6,34
62848,293,59844,15.4,0.7,16,20
62849,814,52308,2.9,3.3,10.1,36
62850,129,61750,0,10.1,9.3,12
62851,108,-,5.6,1.9,3.7,8
62853,339,59792,1.8,3.2,11.2,16
62854,653,52330,8.1,7,8.6,52
62856,205,32813,28.3,6.3,9.3,6
62858,1193,53371,3.9,4.6,10.7,142
62859,2395,46014,5.9,9.1,11.1,334
62860,217,55990,5.5,3.7,10.6,14
62862,149,51587,1.3,5.4,4.7,6
62863,4239,48682,10.4,5.8,12.9,996
62864,10401,42197,9.2,7.6,14.4,1672
62865,809,55074,9.5,6.2,11.1,34
62867,238,37250,9.2,5,18.1,14
62868,597,64338,3,3.5,10.4,66
62869,1180,51346,10.7,5,9.8,98
62870,809,47589,5.3,5.6,12.9,46
62871,256,45000,9,9.4,7.8,22
62872,368,55714,2.7,4.3,7.3,22
